mineral_name,rruff_id,laser_nm,data_type,source_file,has_xrd,elements_detected,chemical_family,n_elements,avg_electronegativity,avg_atomic_mass,reduced_formula,matbench_gap_pbe,matbench_is_metal,matbench_e_form
Stokesite,R060587,780.0,Processed,Stokesite__R060587__Raman__780______Raman_Data_Processed__e736374a053029f36b3313c5ea42.txt,False,,Unknown,,,,,,,
Paravauxite,R040179,785.0,Processed,Paravauxite__R040179__Broad_Scan__785__0__unoriented__Raman_Data_Processed__f57d8ae9c56d2eaee38515fa3f1d.txt,False,,Unknown,,,,,,,
Manganohornesite,R061005,785.0,Processed,Manganohornesite__R061005__Broad_Scan__785__0__unoriented__Raman_Data_Processed__0365c47193c236d58171b1278a46.txt,False,,Unknown,1.0,0.0,,Manganohornesite,,,
Bustamite,R040014-5,514.0,Processed,Bustamite__R040014-5__Raman__514__0-000__depolarized__Raman_Data_Processed__b091aadd95f63d48ac2edc47fc41.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Calcite,R050009,785.0,Processed,Calcite__R050009__Raman__785______Raman_Data_Processed__9584ab25e4032d694a14a411407c.txt,False,"Ba,Ca,On,Sr,Wt",Unknown,,,,,,,
Axinite-(Fe),R060194,780.0,Processed,Axinite-(Fe)__R060194__Raman__780______Raman_Data_Processed__c374349990a3ca628fbc1eaf1184.txt,False,,Unknown,,,,,,,
Tugtupite,R050278,514.0,Processed,Tugtupite__R050278__Raman__514______Raman_Data_Processed__83b8b5d3375a5f1b12076cb4121a.txt,False,"Al,Be,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Adamsite-(Y),R070360,785.0,Processed,Adamsite-(Y)__R070360__Broad_Scan__785__0__unoriented__Raman_Data_Processed__3c65ea7c8e9cc42814a17bcf3e70.txt,False,,Unknown,,,,,,,
Senandorite,R060673,532.0,Processed,Senandorite__R060673__Raman__532______Raman_Data_Processed__3a854d6d1694bebd866133f36f77.txt,False,"Ag,At,Bi,Cu,F,Fe,Mn,No,On,Pb,S,Sb,Wt",Unknown,,,,,,,
Beryllonite,R060552,532.0,Processed,Beryllonite__R060552__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e05fb88f0386639ac75018470337.txt,False,"Al,As,Be,Ca,Cl,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Grossular,R040066-3,514.0,Processed,Grossular__R040066-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5d9898a02aa8d073db1a6a858b68.txt,False,"Al,Ca,Fe,Mg,Mn,O,Si,Ti,Wt",Unknown,1.0,0.0,,Grossular,,,
Chistyakovaite,R070024,785.0,Processed,Chistyakovaite__R070024__Raman__785______Raman_Data_Processed__5955134e906ca61c8348d42b0258.txt,False,,Unknown,,,,,,,
Tsepinite-K,R070215,785.0,Processed,Tsepinite-K__R070215__Raman__785______Raman_Data_Processed__c3bb01ce14763c85c3b53c8d1a5a.txt,False,,Unknown,,,,,,,
Thomsonite-Ca,R050103-5,514.0,Processed,Thomsonite-Ca__R050103-5__Raman__514__0-000__depolarized__Raman_Data_Processed__6a04aa47977f1a14b825f0f4b5f9.txt,False,"Al,Ba,Ca,Cl,Cr,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Sr,Ti,Wt",Unknown,,,,,,,
Chalcanthite,R050293,514.0,Processed,Chalcanthite__R050293__Raman__514______Raman_Data_Processed__116975ce82587ca2d269f064e965.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,K,Ka,La,Ma,Mg,Mn,Na,Ox,P,Pb,Pk,S,Si,Wt,Zn",Unknown,,,,,,,
Hemimorphite,R040117,785.0,Processed,Hemimorphite__R040117__Broad_Scan__785__0__unoriented__Raman_Data_Processed__87dce24d558a8b6f9114e0e86b02.txt,False,"Ca,El,H,Ka,Ma,O,Ox,Pb,Pk,Si,Wt,Zn",Unknown,,,,,,,
Atacamite,R050098-4,514.0,Processed,Atacamite__R050098-4__Raman__514__0-000__depolarized__Raman_Data_Processed__87b660ed88b6c77243dbecc4cd3e.txt,False,"Cl,Cu,El,Ox,Pk,Wt",Unknown,,,,,,,
Tetradymite,R110138,532.0,Processed,Tetradymite__R110138__Raman__532______Raman_Data_Processed__e3c0c8ac9183c7f10e3b10421b03.txt,False,,Unknown,,,,,,,
Pinakiolite,R050636,532.0,Processed,Pinakiolite__R050636__Broad_Scan__532__0__unoriented__Raman_Data_Processed__52e0f59de7d3451ddb54500d22dc.txt,False,,Unknown,,,,,,,
Bobdownsite,R100215,532.0,Processed,Bobdownsite__R100215__Raman__532______Raman_Data_Processed__b1085a03dd28ffd2a39af7fd8ded.txt,False,"Al,Ca,Cl,Cr,F,Fe,Mg,Mn,Na,O,On,P,S,Sr,Wt",Unknown,,,,,,,
Vanadiocarpholite,R080099,532.0,Processed,Vanadiocarpholite__R080099__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b7a5ba30128114a807cd6b1c5154.txt,False,,Unknown,,,,,,,
Aheylite,R070171,532.0,Processed,Aheylite__R070171__Raman__532______Raman_Data_Processed__b7e37e8d63ba479cc41c1ae89d2b.txt,False,,Unknown,1.0,0.0,,Aheylite,,,
Faujasite-Ca,R070462,785.0,Processed,Faujasite-Ca__R070462__Broad_Scan__785__0__unoriented__Raman_Data_Processed__e0dfe33954d7ae0ea9b388dc9f83.txt,False,"Al,Ca,Cr,El,F,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Margarosanite,R120111,532.0,Processed,Margarosanite__R120111__Broad_Scan__532__0__unoriented__Raman_Data_Processed__9acabf9b2a435ae3560fe552ed38.txt,False,,Unknown,1.0,0.0,,Margarosanite,,,
Lithiophilite,R100096,780.0,Processed,Lithiophilite__R100096__Raman__780______Raman_Data_Processed__cad87c20211a19185f76d87f9e08.txt,False,"Al,As,Ca,Cr,El,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Sakhaite,R060897,780.0,Processed,Sakhaite__R060897__Raman__780______Raman_Data_Processed__9c98574e1dbecad3b8d05b6dfe72.txt,False,,Unknown,,,,,,,
Quartz,R050125,780.0,Processed,Quartz__R050125__Raman__780______Raman_Data_Processed__5ca19b7342f33f3077faa4c781a2.txt,False,"Al,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Quartz,,,
Sodalite,R040141-3,514.0,Processed,Sodalite__R040141-3__Raman__514__0-000__depolarized__Raman_Data_Processed__217d7c9fcf846d7cdd7a3b360bfd.txt,False,,Unknown,,,,,,,
Coronadite,R060258,780.0,Processed,Coronadite__R060258__Raman__780______Raman_Data_Processed__9687fe90ebf6e5cdaa4030a3fa8c.txt,False,,Unknown,,,,,,,
Mcgovernite,R110030,532.0,Processed,Mcgovernite__R110030__Raman__532______Raman_Data_Processed__236806500362fb326465a59bc181.txt,False,,Unknown,,,,,,,
Marinellite,R070078,785.0,Processed,Marinellite__R070078__Raman__785______Raman_Data_Processed__ab6e25c3dd7f650943b12d226dde.txt,False,,Unknown,1.0,0.0,,Marinellite,,,
Ferro-edenite,R060044,780.0,Processed,Ferro-edenite__R060044__Raman__780______Raman_Data_Processed__61eeb4c2504ca37f24cb384e6d14.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Vesuvianite,R050056,532.0,Processed,Vesuvianite__R050056__Raman__532______Raman_Data_Processed__116a3a0315bd283c1ad9d1de9ca5.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Pk,Si,Ti,Zn",Unknown,,,,,,,
Hydrokenoralstonite,R060012,532.0,Processed,Hydrokenoralstonite__R060012__Raman__532______Raman_Data_Processed__53262b2a37a08237d0b88d660ba7.txt,False,,Unknown,,,,,,,
Gustavite,R110011,780.0,Processed,Gustavite__R110011__Raman__780______Raman_Data_Processed__4e155973cfa52e3bca49e12b5603.txt,False,"Ag,At,Bi,F,Mn,Nb,No,O,On,Pb,S,Sb,Ta,Wt",Unknown,1.0,0.0,,Gustavite,,,
Dufrenoysite,R070579,780.0,Processed,Dufrenoysite__R070579__Broad_Scan__780__0__unoriented__Raman_Data_Processed__a60b213de634870ad5418a20cbf1.txt,False,"Ag,As,At,Bg,Bi,Co,Cu,F,Fe,Hg,K,Ka,La,Ma,Mn,Na,Ni,No,O,On,Pb,S,Sb,Se,Si,Sp,Tl,W,Wt,X,Y,Z,Zn",Unknown,,,,,,,
Heterosite,R070148,785.0,Processed,Heterosite__R070148__Broad_Scan__785__0__unoriented__Raman_Data_Processed__76828723eea29793720142c666ac.txt,False,"Al,As,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Gahnite,R170037,532.0,Processed,Gahnite__R170037__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b621410f861a85a35aea4c8a90ce.txt,False,,Unknown,,,,,,,
Hollandite,R060852,532.0,Processed,Hollandite__R060852__Raman__532______Raman_Data_Processed__a94435f0cc3882b3c2822359f27d.txt,False,"Ba,Ca,El,K,Ka,La,Mn,O,Ox,Pk,Sr,Ti,Wt",Unknown,,,,,,,
Boltwoodite,R060753,785.0,Processed,Boltwoodite__R060753__Broad_Scan__785__0__unoriented__Raman_Data_Processed__9088cf8af89450f1512d971a0bf4.txt,False,,Unknown,,,,,,,
Zigrasite,R120143,532.0,Processed,Zigrasite__R120143__Raman__532______Raman_Data_Processed__379c99b720af113d29a256e01f2b.txt,False,,Unknown,1.0,0.0,,Zigrasite,,,
Magnesite,R050443-3,514.0,Processed,Magnesite__R050443-3__Raman__514__0-000__depolarized__Raman_Data_Processed__02599f9175038db8fa1a666e8446.txt,False,"C,Ca,Cd,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Magnesite,,,
Rhodonite,R100038,780.0,Processed,Rhodonite__R100038__Raman__780______Raman_Data_Processed__fc8eabb5ff81f7919d81e736ea18.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Cyanotrichite,R070405,785.0,Processed,Cyanotrichite__R070405__Raman__785______Raman_Data_Processed__e4673b1767ec60dd7a59d6b893f7.txt,False,,Unknown,,,,,,,
Kainite,R100021,780.0,Processed,Kainite__R100021__Broad_Scan__780__0__unoriented__Raman_Data_Processed__2f3038dbd1077c58ea93e9bf14a3.txt,False,,Unknown,,,,,,,
Koenenite,R060989,532.0,Processed,Koenenite__R060989__Broad_Scan__532__0__unoriented__Raman_Data_Processed__22be189efd0a8fef005d50f995b4.txt,False,,Unknown,,,,,,,
Chalcosiderite,R060339,532.0,Processed,Chalcosiderite__R060339__Raman__532______Raman_Data_Processed__89e7f9a86e1391836b182c1ccaaa.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,H,K,Ka,La,Ma,Mg,Mn,Na,O,Ox,P,Pb,Pk,S,Si,Wt,Zn",Unknown,,,,,,,
Fencooperite,R061032,785.0,Processed,Fencooperite__R061032__Raman__785______Raman_Data_Processed__5d3dc21b052aec4c49949d6c983d.txt,False,,Unknown,,,,,,,
Mimetite,R050527-3,514.0,Processed,Mimetite__R050527-3__Raman__514__0-000__depolarized__Raman_Data_Processed__007997453b42dbb6b31ba60eedd7.txt,False,,Unknown,1.0,0.0,,Mimetite,,,
Clinoclase,R070092,785.0,Processed,Clinoclase__R070092__Raman__785______Raman_Data_Processed__2c27d0864403b0049b178f748974.txt,False,"Al,As,Ca,Cr,Cu,El,Fe,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Wt,Zn",Unknown,,,,,,,
Proto-ferro-suenoite,R061000,785.0,Processed,Proto-ferro-suenoite__R061000__Raman__785______Raman_Data_Processed__c36cece08827ba1d5db3dda6e179.txt,False,,Unknown,,,,,,,
Penfieldite,R050163,532.0,Processed,Penfieldite__R050163__Broad_Scan__532__0__unoriented__Raman_Data_Processed__dd543eac22c9069077402b64de76.txt,False,,Unknown,,,,,,,
Chromite,R110060,780.0,Processed,Chromite__R110060__Broad_Scan__780__0__unoriented__Raman_Data_Processed__a02ec17dfd02643b7fdf11da6a73.txt,False,,Unknown,,,,,,,
Sampleite,R090072,780.0,Processed,Sampleite__R090072__Raman__780______Raman_Data_Processed__ba6ac5e338267a26808ed5d5b4ac.txt,False,,Unknown,,,,,,,
Hydroxyapophyllite-(K),R050169,785.0,Processed,Hydroxyapophyllite-(K)__R050169__Raman__785______Raman_Data_Processed__94d49dbef29f5315ee9e86287ea4.txt,False,,Unknown,,,,,,,
Anglesite,R040004,514.0,Processed,Anglesite__R040004__Raman__514______Raman_Data_Processed__4bb681bae91e5d2556cf799bde2b.txt,False,"Ca,Cu,El,Fe,Ka,La,Ma,O,Ox,Pb,Pk,S,Si,Sr,Wt,Zn",Unknown,1.0,0.0,,Anglesite,,,
Davyne,R060305,532.0,Processed,Davyne__R060305__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0ccadd407c8e6264e4fd857b05ae.txt,False,,Unknown,,,,,,,
Turkestanite,R060525,780.0,RAW,Turkestanite__R060525__Broad_Scan__780__0__unoriented__Raman_Data_Raw__93e2ff29b509451aaace4f614eb6.txt,False,"A,Al,Ca,Ce,F,Fe,K,La,Mn,Na,Nd,On,Pb,Pr,Si,Sm,Sr,Th,Ti,U,Wt,Y,Zr",Unknown,,,,,,,
Livingstonite,R050427_b,785.0,Processed,Livingstonite__R050427_b__Raman__785______Raman_Data_Processed__6512657ffb20abba5b6f073b2aaf.txt,False,,Unknown,,,,,,,
Pyrite,R080030,780.0,Processed,Pyrite__R080030__Raman__780______Raman_Data_Processed__fb7dd303f22c983f4216c6012929.txt,True,"Ag,As,At,Cr,Cu,F,Fe,Na,No,On,S,Sb,Wt",Unknown,,,,,,,
Schorlomite,R060349,532.0,Processed,Schorlomite__R060349__Broad_Scan__532__0__unoriented__Raman_Data_Processed__376d87e4cafccf5465973f859930.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Kalsilite,R060030,532.0,Processed,Kalsilite__R060030__Broad_Scan__532__0__unoriented__Raman_Data_Processed__db25f9e8245f91c69f39bad38c2a.txt,False,,Unknown,,,,,,,
Mimetite,R050007,532.0,Processed,Mimetite__R050007__Raman__532______Raman_Data_Processed__c41d8777b8babadfe75996a1f6dc.txt,False,,Unknown,1.0,0.0,,Mimetite,,,
Struvite,R050511,532.0,Processed,Struvite__R050511__Raman__532______Raman_Data_Processed__c3ceeb44d91911877227b6796b42.txt,False,,Unknown,,,,,,,
Grunerite,R070204,532.0,Processed,Grunerite__R070204__Raman__532______Raman_Data_Processed__32c8d98bc999fb754e37091f3582.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Grunerite,,,
Andradite,R060423,780.0,Processed,Andradite__R060423__Broad_Scan__780__0__unoriented__Raman_Data_Processed__feb3078e1ead19972b7942c4792e.txt,False,"Al,Ca,Fe,Mg,Mn,O,Si,Ti,Wt",Unknown,1.0,0.0,,Andradite,,,
Alunite,R060430,532.0,Processed,Alunite__R060430__Raman__532______Raman_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Ti,Wt",Unknown,,,,,,,
Synchysite-(Ce),R060971,532.0,Processed,Synchysite-(Ce)__R060971__Raman__532______Raman_Data_Processed__0768a13d3f8787a32aebba67428f.txt,False,"C,Ca,Ce,Cl,F,O,Th,Wt",Unknown,,,,,,,
Holtedahlite,R060710,532.0,Processed,Holtedahlite__R060710__Raman__532______Raman_Data_Processed__cc9b50dfca984b464771340b62d5.txt,False,,Unknown,,,,,,,
Tschermigite,R050276,532.0,Processed,Tschermigite__R050276__Raman__532______Raman_Data_Processed__533f55bfc20dcfd6801a4e395383.txt,False,,Unknown,,,,,,,
Molybdenite,R060124,532.0,Processed,Molybdenite__R060124__Broad_Scan__532__0__unoriented__Raman_Data_Processed__280fd1497015c5c956959299f8a6.txt,False,,Unknown,,,,,,,
Hagendorfite,R130128,532.0,Processed,Hagendorfite__R130128__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ea40cd2994e0e0b154cd3838c289.txt,False,"Al,Ba,Bg,Ca,Cr,F,Fe,H,K,Ka,Mg,Mn,Na,Ni,O,On,P,Rb,S,Si,Sp,Sr,Ti,Zn",Unknown,,,,,,,
Parauranophane,R120075,780.0,Processed,Parauranophane__R120075__Broad_Scan__780__0__unoriented__Raman_Data_Processed__3fedbf4a3367ef5ccfacedd79b49.txt,False,,Unknown,,,,,,,
Osmium,R080088,532.0,Processed,Osmium__R080088__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2a044a3cd47a0c6901928daac27d.txt,False,,Unknown,,,,,,,
Ajoite,R120018,780.0,Processed,Ajoite__R120018__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ef23c6173e7000d9f951466a5804.txt,False,,Unknown,1.0,0.0,,Ajoite,,,
Inyoite,R040161-6,514.0,Processed,Inyoite__R040161-6__Raman__514__0-000__depolarized__Raman_Data_Processed__69769ef979ef1be6f3a8273bc5b9.txt,False,,Unknown,,,,,,,
Tourmaline,R070563,532.0,Processed,Tourmaline__R070563__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ada6afef92b819914b63a89f8ec0.txt,False,,Unknown,,,,,,,
Penikisite,R060160,780.0,Processed,Penikisite__R060160__Broad_Scan__780__0__unoriented__Raman_Data_Processed__44c84803bed2291e67550133764b.txt,False,"Al,As,Ba,Ca,Cl,Cr,El,F,Fe,K,Ka,La,Ma,Mg,Mn,Na,O,Ox,P,Pb,Pk,S,Si,Sr,Ti,Wt,Zn",Unknown,,,,,,,
Uranoclite,R250144,785.0,Processed,Uranoclite__R250144__Raman__785______Raman_Data_Processed__781739ea58be3b4468efa48706e4.txt,False,,Unknown,,,,,,,
Ferriallanite-(La),R141069,780.0,Processed,Ferriallanite-(La)__R141069__Broad_Scan__780__0__unoriented__Raman_Data_Processed__f08c4b14c9cea293cb3dcc0591e5.txt,False,,Unknown,,,,,,,
Corkite,R050522,532.0,Processed,Corkite__R050522__Raman__532______Raman_Data_Processed__e5deb416084d46fcd2d8474f5ef7.txt,False,"Al,As,El,Fe,Ka,La,Ma,O,Ox,P,Pb,Pk,S,Si,Wt",Unknown,,,,,,,
Ilvaite,R060474,780.0,Processed,Ilvaite__R060474__Broad_Scan__780__0__unoriented__Raman_Data_Processed__7196e7ead0f8dae2a22cd881202c.txt,False,"Al,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
Rinkite-(Ce),R050229,532.0,Processed,Rinkite-(Ce)__R050229__Raman__532______Raman_Data_Processed__d495a7ca83e083ead7b097eec751.txt,False,,Unknown,,,,,,,
Bobdownsite,R070654,780.0,Processed,Bobdownsite__R070654__Raman__780______Raman_Data_Processed__395379592f5e787ac59ce87a822e.txt,False,"Al,Ca,Cl,Cr,F,Fe,Mg,Mn,Na,O,On,P,S,Sr,Wt",Unknown,,,,,,,
Armangite,R100041,780.0,Processed,Armangite__R100041__Raman__780______Raman_Data_Processed__a99b07e53ee99009c15f810f5766.txt,False,O,Unknown,,,,,,,
Rhodarsenide,R070074,785.0,Processed,Rhodarsenide__R070074__Broad_Scan__785__0__unoriented__Raman_Data_Processed__94570b8303390c022877a6f21a11.txt,False,"As,Cu,Ir,Ka,La,Lb,Ma,Ni,Os,Ox,Pd,Pt,Rh,Ru,S,Wt",Unknown,,,,,,,
Hisingerite,R070695,532.0,RAW,Hisingerite__R070695__Broad_Scan__532__0__unoriented__Raman_Data_Raw__cc7b093f1fee0a2f3df1e5bb0271.txt,False,,Unknown,,,,,,,
Euchlorine,R070460,532.0,Processed,Euchlorine__R070460__Raman__532______Raman_Data_Processed__83c6b058ee1e9397afe85a2bf3e2.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,K,Ka,Mg,Mn,Na,O,P,Pk,S",Unknown,,,,,,,
Surite,R060794,785.0,Processed,Surite__R060794__Raman__785______Raman_Data_Processed__a0a3e7c07086c0db4c301f2889ff.txt,False,,Unknown,,,,,,,
Pitiglianoite,R130097,780.0,Processed,Pitiglianoite__R130097__Raman__780______Raman_Data_Processed__a7e1bd9d76c8bbbec86b72e0e42f.txt,False,,Unknown,,,,,,,
Magnesiochlorophoenicite,R140719,532.0,Processed,Magnesiochlorophoenicite__R140719__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d35987c486fd7932ab6af9b78608.txt,False,,Unknown,1.0,0.0,,Magnesiochlorophoenicite,,,
Jinshajiangite,R061018,785.0,Processed,Jinshajiangite__R061018__Raman__785______Raman_Data_Processed__7bc45eeee97aa9aecbb61f2ec8ae.txt,False,"Al,Ba,Ca,Ce,Cl,Cr,F,Fe,Mg,Mn,Na,O,On,S,Si,Ti,Wt,Zr",Unknown,1.0,0.0,,Jinshajiangite,,,
Ludwigite,R060844,785.0,Processed,Ludwigite__R060844__Raman__785______Raman_Data_Processed__20a9718e1bc039f65b289fefd8b5.txt,False,,Unknown,,,,,,,
Brazilianite,R050504,532.0,Processed,Brazilianite__R050504__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0d6a0610f64a37aa2d8733a31e56.txt,False,"Al,Cr,El,F,Ka,Na,O,Ox,P,Pk,Si,Wt",Unknown,,,,,,,
Kurnakovite,R050105-4,514.0,Processed,Kurnakovite__R050105-4__Raman__514__0-000__depolarized__Raman_Data_Processed__98e18284604604842d71fb9b6ada.txt,False,"Al,B,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Enstatite,R070550-3,514.0,Processed,Enstatite__R070550-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0eb32cfec5cf350a3cf2b87a9c36.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,1.0,0.0,,Enstatite,,,
Platinum,R110126,532.0,RAW,Platinum__R110126__Broad_Scan__532__0__unoriented__Raman_Data_Raw__f57d8023be46684eef4a34dc1283.txt,False,,Unknown,,,,,,,
Magnesio-fluoro-arfvedsonite,R050515,532.0,Processed,Magnesio-fluoro-arfvedsonite__R050515__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a10cb0f025d766daf08961b41486.txt,False,,Unknown,,,,,,,
Aschamalmite,R060690,532.0,Processed,Aschamalmite__R060690__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00a650981e52869a14d9c814e986.txt,False,,Unknown,,,,,,,
Zemannite,R050273,780.0,Processed,Zemannite__R050273__Raman__780______Raman_Data_Processed__44705c773dade5ec793ab63ec1f5.txt,False,,Unknown,1.0,0.0,,Zemannite,,,
Perovskite,R050456,532.0,Processed,Perovskite__R050456__Broad_Scan__532__0__unoriented__Raman_Data_Processed__098f165b74102559b3436ffcc1d6.txt,False,"A,B,Cl,F,Wt",Unknown,,,,,,,
Fluorapophyllite-(K),R040095,532.0,Processed,Fluorapophyllite-(K)__R040095__Raman__532______Raman_Data_Processed__87b2a2db06ade8c765fe50b0bfe7.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,S,Si,Sr,Ti,Wt",Unknown,,,,,,,
Haynesite,R060599,780.0,RAW,Haynesite__R060599__Broad_Scan__780__0__unoriented__Raman_Data_Raw__f62a1d05f1793247e4dd81fdb2f3.txt,False,,Unknown,,,,,,,
Epidote,R040092,785.0,Processed,Epidote__R040092__Raman__785______Raman_Data_Processed__bf79416094126d3e1b27a2366f90.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Epidote,,,
Forsterite,R040052-3,514.0,Processed,Forsterite__R040052-3__Raman__514__0-000__depolarized__Raman_Data_Processed__4eed16aa65113ebf7e66647526f0.txt,False,"F,S,Wt",Unknown,,,,,,,
Goldichite,R120120,532.0,Processed,Goldichite__R120120__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f44cdf3459f6c1790e562514a8c9.txt,False,,Unknown,1.0,0.0,,Goldichite,,,
Syngenite,R061002,785.0,Processed,Syngenite__R061002__Raman__785______Raman_Data_Processed__2db985ee789e088e6e992540fd5e.txt,False,"Al,As,Ca,Cl,Cr,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Eglestonite,R140234,532.0,Processed,Eglestonite__R140234__Raman__532______Raman_Data_Processed__d80a09e2dac83c7970b1c94d15f7.txt,False,"Cl,Cr,El,H,Hg,Ka,Ma,O,Pk,S",Unknown,1.0,0.0,,Eglestonite,,,
Laverovite,R060216-4,514.0,Processed,Laverovite__R060216-4__Raman__514__0-000__depolarized__Raman_Data_Processed__1db35847be7666ec2bfaf1f06af0.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Tremolite,R050173-3,514.0,Processed,Tremolite__R050173-3__Raman__514__0-000__depolarized__Raman_Data_Processed__014332d14dae893cc0511cc0209d.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Pk,Si,V",Unknown,,,,,,,
Sphalerite,X050151,514.0,RAW,Sphalerite__X050151__Raman__514______Raman_Data_RAW__9c817fac729d1515dbc8291c67d4.txt,False,"Cu,El,Fe,Ka,Ox,Pk,S,Si,Wt,Zn",Unknown,,,,,,,
Bobdownsite,R100214,780.0,Processed,Bobdownsite__R100214__Raman__780______Raman_Data_Processed__297d897f5d42a15aaeebd7a6a325.txt,False,"Al,Ca,Cl,Cr,F,Fe,Mg,Mn,Na,O,On,P,S,Sr,Wt",Unknown,,,,,,,
Haiweeite,R061051,785.0,Processed,Haiweeite__R061051__Raman__785______Raman_Data_Processed__d35d924be8071774f8bca41d2aaa.txt,False,,Unknown,,,,,,,
Heidornite,R141086,780.0,Processed,Heidornite__R141086__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ea79f818983db0ac1bf2679b97b9.txt,False,,Unknown,,,,,,,
Edwindavisite,R230005,532.0,Processed,Edwindavisite__R230005__Raman__532______Raman_Data_Processed__9315b668fa5a937bc313c41d7639.txt,False,,Unknown,1.0,0.0,,Edwindavisite,,,
Terlinguaite,R060492,780.0,Processed,Terlinguaite__R060492__Broad_Scan__780__0__unoriented__Raman_Data_Processed__38e30ab77107fb83fe308f6406ee.txt,False,,Unknown,,,,,,,
Actinolite,R060041,532.0,Processed,Actinolite__R060041__Raman__532______Raman_Data_Processed__294ee52868e17fc34293bcd5eec1.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Fluorapatite,R050401,780.0,RAW,Fluorapatite__R050401__Broad_Scan__780__0__unoriented__Raman_Data_Raw__9946e0be5d204785b757f0b55b13.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Fingerite,R070614,780.0,Processed,Fingerite__R070614__Broad_Scan__780__0__unoriented__Raman_Data_Processed__61777e5edc8beb613c52562e5d56.txt,False,,Unknown,,,,,,,
