id,metal_center,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,smiles
GAHJAC,Co,0,604.15624,67,308,-0.13062,-0.23999,0.10937,0.0792199999999999,-3657.0029768,-2.1684630099998685,-0.114509147,0.0093712589999999,-3654.321779,0.5127347900001951,-3654.431725,0.4027887900001587,0.474299,150.628,231.401,10.9414,0.7874999999999996,440.79,8.3905,3196.6007,
GAHJEG,Fe,1,537.11731,73,286,-0.12491,-0.33281,0.2079,0.11739,-4432.89829957,-2.117793790000178,-0.1308097519,0.0090472971999999,-4430.132442,0.6480637799995748,-4430.240869,0.539636779999455,0.605734,160.81,228.205,3.8167,0.2656999999999998,379.3,39.1883,3137.507,
GAKXOI,Rh,0,716.16426,78,356,-0.07927,-0.22306,0.14379,0.06842,-2276.57776068,-1.7453844700003174,-0.1457704734,0.0101150326999999,-2274.180491,0.6518852099998185,-2274.290705,0.5416712100000041,0.610586,163.835,231.965,2.1505,-0.1831999999999998,459.54,32.8028,3168.8876,
GAKXUO,Rh,0,757.19081,84,378,-0.0389,-0.20584,0.16694,0.0668499999999999,-2409.26149731,-1.8933198199997603,-0.1569766388,0.0107951592999999,-2406.66532,0.7028574900000422,-2406.786623,0.5815544900001441,0.656997,178.868,255.303,4.6545,0.1379999999999999,488.06,21.6597,3146.8329,
GALZEY,Ru,0,432.2021,56,220,-0.02194,-0.20976,0.18782,0.0686699999999999,-1268.40132427,-1.0958761500000946,-0.0912041505,0.0074608790999999,-1266.837194,0.4682541199999832,-1266.917999,0.3874491199999283,0.440038,114.955,170.07,9.0627,0.0645999999999986,310.47,24.0359,3144.4542,
GAMHIL,Ru,0,508.2334,66,260,-0.02895,-0.20777,0.17882,0.06853,-1499.27085096,-1.3501771199998984,-0.1157968572,0.0090403456999999,-1497.368809,0.5518648400000075,-1497.459655,0.4610188399999515,0.51884,135.162,191.2,8.5438,0.022499999999999,374.52,15.1459,3156.01,
GAMHUX,Ru,0,584.2647,76,300,-0.06769,-0.20587,0.13818,0.06512,-1730.13429651,-1.600436350000109,-0.1384060033,0.0105045105,-1727.897883,0.6359771599998112,-1727.998535,0.5353251599999567,0.598098,155.095,211.84,8.91,0.0456000000000003,446.21,26.8405,3154.469,
GANCAB,Co,-1,449.265,56,226,0.01354,-0.17082,0.18436,0.09525,-2642.16237465,-1.404154759999983,-0.1087649015,0.0087412802,-2640.344516,0.4137038899998515,-2640.417739,0.3404808899999807,0.388768,118.21,154.111,9.5469,0.1376000000000008,368.95,29.7801,3157.4333,
GANCEF,Co,-1,465.24215,56,234,0.01395,-0.16002,0.1739699999999999,0.0860499999999999,-2965.04893668,-1.4782436600003166,-0.1139911478,0.0085991504,-2963.158334,0.4123590199997125,-2963.232589,0.3381040199997187,0.386982,119.402,156.281,9.3158,0.0642999999999993,383.34,30.7155,3160.2121,
GANCIJ,Co,-1,513.1866,56,252,0.0135,-0.14767,0.16117,0.07916,-4968.25442577,-1.6783781000003728,-0.1150690769,0.0084122331,-4966.164159,0.4118886699998256,-4966.23961,0.336437670000123,0.386164,119.997,158.801,9.5765,0.0243999999999999,392.25,40.6081,3163.0476,
GANYEZ,Zr,0,590.40341,81,300,-0.09311,-0.28569,0.19258,0.06894,-1329.67367096,-1.5453081999999083,-0.1533805672,0.0118092234999999,-1327.481445,0.6469177600001785,-1327.571505,0.5568577600001845,0.61289,160.838,189.546,10.0819,0.3138999999999985,450.48,20.6566,3204.8107,
GATXEG,Zr,0,448.24775,61,230,-0.09278,-0.26143,0.16865,0.0746899999999999,-1000.20319699,-1.14178167700004,-0.0950207741,0.0082847308,-998.554441,0.5069743130000006,-998.635995,0.4254203130000178,0.479437,117.12,171.646,9.462,0.3167999999999988,330.61,31.6603,3214.1011,
GATXIK,Zr,0,468.21645,59,238,-0.07898,-0.22555,0.14657,0.0592899999999999,-1073.9561384,-1.201093240000091,-0.1033372457,0.0082720467,-1072.279418,0.4756271599999309,-1072.355741,0.3993041599999287,0.449473,115.746,160.635,10.4955,0.3028999999999993,354.4,58.3976,3222.4867,
GECJIJ,Co,0,589.19634,71,304,-0.09493,-0.24538,0.1504499999999999,0.0894599999999999,-3849.43997037,-2.1929205999999795,-0.1250866909,0.0101355105,-3846.683617,0.5634327699999631,-3846.790622,0.4564277700001184,0.524336,156.832,225.211,14.6501,0.5180000000000007,429.43,14.2946,3479.4861,
GECJOP,Rh,0,615.15737,68,312,-0.08667,-0.22319,0.13652,0.0759899999999999,-2501.07388317,-1.9373382500002665,-0.1215292878,0.0093305684999999,-2498.599843,0.536701919999814,-2498.70579,0.4307549199997993,0.498951,150.542,222.984,14.6398,0.410499999999999,438.6,6.1719,3146.7917,
GEKFAD,Pt,0,602.22924,60,292,-0.08597,-0.23368,0.14771,0.0575399999999999,-2074.25265506,-1.429101019999962,-0.0988238798,0.0079088883,-2072.335141,0.4884130400000686,-2072.429976,0.3935780400001931,0.455881,128.072,199.596,12.0086,0.1452999999999988,393.99,14.5211,3139.0731,
GEKJIS,Ni,-1,681.10214,77,358,0.03887,-0.10255,0.14142,0.13631,-4496.66822254,-2.8858144599998923,-0.1306886931,0.0118520146999999,-4493.15024,0.6321680800001559,-4493.269343,0.5130650800001604,0.58883,164.42,250.674,10.6086,0.9947,473.72,11.5694,3158.2538,
GEMGIP,Ru,0,446.26576,60,226,-0.06755,-0.22096,0.15341,0.0616999999999999,-983.498443498,-1.0510848920000626,-0.1026869012,0.0087829606999999,-981.951608,0.4957506060000014,-982.027966,0.4193926059999739,0.469299,116.901,160.708,10.9987,0.5223999999999993,330.93,22.6746,3153.8457,
GEMGOV,Ru,0,434.24863,58,220,-0.06325,-0.24082,0.17757,0.0643899999999999,-958.068621741,-1.0204928809999956,-0.0992272325,0.0085452319,-956.566025,0.482103860000052,-956.638894,0.4092348599999695,0.457086,111.417,153.365,11.8235,0.5535999999999994,314.97,29.1036,3172.3243,
GEQPIF,Ta,0,610.27302,68,300,-0.0375,-0.1827,0.1452,0.0614299999999999,-1732.81721353,-1.479225619999852,-0.1224300288,0.0089942583,-1730.77903,0.5589579100001174,-1730.870514,0.4674739100000806,0.525165,142.788,192.544,13.2968,0.2165999999999996,380.76,33.0341,3207.4752,
GEQVEH,Ta,0,680.33328,82,340,-0.05254,-0.19556,0.14302,0.05529,-2105.34210195,-1.728789400000096,-0.1476428383,0.0101478168999999,-2102.921718,0.6915945499999907,-2103.029621,0.5836915499999122,0.649772,172.817,227.101,12.6093,0.2913999999999994,450.8,20.7524,3233.7287,
GEXFEU,Rh,0,642.03573,60,316,-0.09116,-0.24748,0.15632,0.06542,-4636.90562624,-1.977117299999918,-0.1249204696,0.0079605725,-4634.469326,0.4591829399996641,-4634.564293,0.3642159399996671,0.426135,133.971,199.875,11.0305,0.1050000000000004,451.13,20.3135,3146.2655,
GIBZOJ,Ni,0,594.10995,67,300,-0.08494,-0.23977,0.15483,0.09199,-8142.86103918,-2.2915708800001084,-0.1269872684,0.0092178708,-8140.007006,0.5624623000003339,-8140.104447,0.4650213000004441,0.526675,141.728,205.082,3.5975,1.0186000000000002,378.25,25.3477,3105.153,
GIDPEQ,Rh,0,483.95379,39,232,-0.11307,-0.24475,0.13168,0.0688599999999999,-6120.56931706,-1.5242398299997149,-0.0719775262,0.0050715449,-6118.743473,0.3016042299996115,-6118.81591,0.2291672299998026,0.278495,89.684,152.455,8.3312,0.5951000000000004,267.61,25.8078,3130.0686,
GIDPIU,Rh,0,396.05483,39,196,-0.11097,-0.25795,0.14698,0.07506,-1892.96737128,-1.1083200900000063,-0.0698737735,0.0053808667999999,-1891.557139,0.3019121899999391,-1891.627086,0.2319651899999826,0.279322,89.18,147.216,8.305,0.5256999999999996,249.05,36.007,3130.6445,
GIFVUN,Ti,0,537.30736,74,280,-0.07117,-0.25123,0.18006,0.0737499999999999,-2322.05512267,-1.808269449999898,-0.1220291465,0.0111132165999999,-2319.635214,0.6116392200001428,-2319.733308,0.5135452200001964,0.576257,147.306,206.456,8.7617,-0.1209000000000006,416.68,20.721,3156.2919,
GIJZIJ,Ir,0,720.13745,64,340,-0.09312,-0.2084,0.11528,0.0609699999999999,-5935.00675957,-1.924679419999848,-0.107587257,0.0074176799999999,-5932.558405,0.5236751500005994,-5932.66071,0.4213701500002571,0.487354,138.815,215.319,12.8956,0.5032999999999994,394.45,14.748,3100.0348,
GIJZUV,Ir,0,692.10615,58,324,-0.09186,-0.20836,0.1164999999999999,0.06126,-5856.43384409,-1.828464719999829,-0.0986580922,0.0067381507999999,-5854.139471,0.4659083699998518,-5854.236086,0.3692933700003777,0.432191,128.646,203.344,12.7304,0.5650999999999993,371.31,9.939,3097.2039,
GIRCOC,Pt,0,618.96993,42,296,-0.11344,-0.24402,0.1305799999999999,0.0596599999999999,-2541.53530119,-1.7439228200000798,-0.0710112622,0.0060256671,-2539.478059,0.3133193700000447,-2539.563764,0.227614370000083,0.285199,102.674,180.382,2.6016,0.0344999999999999,353.94,28.2905,3707.5168,
GITMIF,Os,0,640.18292,68,318,-0.08857,-0.19954,0.11097,0.05889,-2017.92281357,-1.604810260000022,-0.103941466,0.0091052882,-2015.726384,0.5916193099999418,-2015.831392,0.4866113099999438,0.554728,138.013,221.007,4.5167,0.3117000000000001,454.43,15.7424,3200.4287,
GOGTIG,Co,0,570.00328,51,276,-0.09691,-0.22118,0.1242699999999999,0.0807899999999999,-7241.91308919,-2.1041291600004115,-0.0891967629,0.0065710514999999,-7239.430539,0.3784210300000268,-7239.520432,0.2885280299997248,0.348292,117.755,189.196,9.2515,0.2604000000000006,342.81,21.1272,3198.7171,
GOGTUS,Co,0,474.11438,51,240,-0.09559,-0.22575,0.13016,0.08925,-3235.56035917,-1.7094784199998685,-0.0901166564,0.0074294719,-3233.469179,0.3817017500000474,-3233.551601,0.2992797500000961,0.353678,114.419,173.472,6.5334,-0.0035999999999996,318.95,38.065,3199.059,
GOHWEG,Zr,0,468.26807,65,242,-0.07835,-0.22495,0.1466,0.06212,-1086.62153203,-1.2257066399999983,-0.1108777327,0.0089404319999999,-1084.845688,0.550137389999918,-1084.930137,0.4656883899999684,0.519802,127.422,177.739,10.5249,0.0510999999999999,358.65,44.6269,3342.2712,
GOHWIK,Zr,-1,505.18383,61,258,0.0348,-0.10728,0.1420799999999999,0.0591099999999999,-1548.01216156,-1.4026062000000366,-0.1078209836,0.0083243836999999,-1546.11898,0.4905753600000935,-1546.204204,0.4053513600001679,0.461196,124.556,179.368,9.3979,0.1020000000000003,395.33,25.4515,3190.0919,
GOHWOQ,Zr,-1,479.16818,57,244,0.03608,-0.10853,0.14461,0.05896,-1470.66856386,-1.3173471099999006,-0.1046923436,0.0079565439999999,-1468.894905,0.4563117499999407,-1468.972634,0.3785827500000778,0.429657,115.604,163.596,6.6442,-0.1087000000000006,363.89,33.3822,3208.1116,
GOHWUW,Zr,0,571.29904,78,296,-0.07249,-0.2143,0.14181,0.0573699999999999,-1414.73401752,-1.5926867499999844,-0.135935648,0.0107760094,-1412.484326,0.6570047699999577,-1412.582768,0.5585627699999804,0.620797,152.182,207.189,9.9363,0.0684999999999984,440.08,24.5827,3313.3606,
GONHEW,Ni,0,689.17256,79,358,-0.10699,-0.19496,0.0879699999999999,0.0391399999999999,-3511.62194834,-2.3804664899998897,-0.115209089,0.0124343931,-3508.604626,0.6368558500003019,-3508.724384,0.5170978500000274,0.594666,164.059,252.052,10.0627,-0.607800000000001,851.56,12.4648,3221.963,
GOXKIQ,Cu,0,346.24156,49,178,-0.07426,-0.25657,0.18231,0.08383,-2381.40239594,-1.1352993400000742,-0.0690512771,0.0071702495999999,-2379.866214,0.4008825999999317,-2379.940146,0.3269506000001456,0.377183,99.355,155.603,16.9077,0.1004999999999967,267.7,20.5534,3423.8426,
GOXZIF,Co,-1,419.24829,53,212,0.02099,-0.14161,0.1626,0.07999,-2870.11710491,-1.3367088800000602,-0.1022325871,0.0080927778,-2868.385414,0.3949820299999373,-2868.458343,0.3220530300000064,0.369909,114.747,153.492,6.1236,-0.1520000000000001,343.68,50.0657,3108.339,
GUCBUE,Au,1,739.27323,75,360,-0.16193,-0.35162,0.18969,0.0587999999999999,-2153.11523851,-1.8155382400000235,-0.1422964685,0.0103144656,-2150.698088,0.601612269999805,-2150.805615,0.4940852699996867,0.563635,155.38,226.31,5.6086,0.2030000000000003,493.06,18.0391,3172.6845,
GUDLUM,Ru,0,514.37173,73,262,-0.04147,-0.22931,0.18784,0.0752,-1159.04468368,-1.2756118499999047,-0.1172879811,0.0113408349999999,-1157.165963,0.6031088300001102,-1157.254519,0.5145528299999569,0.570816,145.769,186.38,1.1617,0.0674999999999999,416.1,17.5074,3505.6685,
GUHGUN,Co,-1,500.32052,65,254,0.0101,-0.16233,0.17243,0.0891,-2585.49562324,-1.5561853600001996,-0.1210152036,0.0105338311999999,-2583.444501,0.494936879999841,-2583.523501,0.4159368799996628,0.467002,131.69,166.269,11.2772,-0.0809999999999995,401.74,42.384,3189.0086,
GUHMOL,Co,-1,794.73591,45,368,-0.01562,-0.17871,0.16309,0.08551,-17435.3033328,-3.2865950999985216,-0.1104045622,0.0059836743,-17431.721402,0.295335700000578,-17431.806226,0.2105116999991878,0.267335,114.771,178.526,0.0,0.0,397.19,36.9059,3134.841,
GUKCOG,Co,0,476.13003,53,242,-0.07278,-0.25025,0.1774699999999999,0.1046199999999999,-3236.70315579,-1.713046580000082,-0.0922486364,0.0074592844999999,-3234.58745,0.4026592099999106,-3234.674548,0.3155612099999416,0.373172,118.614,183.313,4.4705,-0.1678999999999995,322.64,23.1908,3200.7922,
GUNZUK,Rh,1,598.28769,78,306,-0.17314,-0.3461,0.17296,0.08291,-1730.78740328,-1.6392339999999876,-0.1407141718,0.0118912582999999,-1728.49206,0.6561092800000097,-1728.588254,0.5599152800000411,0.620993,150.341,202.456,7.1952,0.1356000000000001,444.01,22.5624,3150.6486,
GUPDUQ,Co,-1,363.254,45,180,0.02449,-0.15946,0.18395,0.09139,-2193.93686404,-1.1271599499996228,-0.0798010076,0.0072413793,-2192.486939,0.3227650900003027,-2192.548646,0.2610580900000059,0.302901,96.502,129.873,6.6867,0.7130999999999998,285.29,63.4292,3132.6077,
GUPFUS,Rh,0,548.2546,70,280,-0.07386,-0.23969,0.1658299999999999,0.0611399999999999,-1344.64061336,-1.4209273500000563,-0.1202573446,0.0098698713999999,-1342.644135,0.5755510100000265,-1342.742927,0.4767590100000234,0.540278,143.691,207.925,10.1096,0.0476000000000009,439.66,20.3107,3167.6001,
GUQDEB,Pt,0,721.39659,81,352,-0.06129,-0.25624,0.19495,0.05469,-2361.16815903,-1.7642529599997945,-0.1574605187,0.0104378176999999,-2358.761398,0.6425080700000763,-2358.868637,0.5352690700001403,0.601061,178.363,225.703,5.3226,0.4048000000000007,491.71,11.5294,3117.9431,
GUQFOO,Fe,0,720.06558,77,374,-0.06328,-0.19772,0.13444,0.08949,-4613.1318366,-2.875773799999479,-0.1331819334,0.0114750566999999,-4609.635239,0.6208237999999255,-4609.755391,0.5006718000004184,0.577223,167.25,252.881,4.6686,-0.3188000000000004,562.19,18.01,3148.3157,
GURJUA,Ir,0,608.27139,64,296,-0.04947,-0.23234,0.1828699999999999,0.0747399999999999,-1605.60118509,-1.4578324699998575,-0.1093603129,0.0086717645999999,-1603.620022,0.5233306200000243,-1603.713214,0.4301386199999797,0.489057,137.503,196.137,4.9412,0.2399000000000004,353.69,34.317,3142.5058,
HABKIE,Rh,0,576.11773,61,290,-0.09019,-0.24363,0.15344,0.06667,-2287.52694832,-1.6692476399998668,-0.1198389016,0.0087002597,-2285.379981,0.4777196800000638,-2285.471398,0.3863026799999716,0.446301,129.326,192.404,9.9854,-0.0106000000000001,431.63,25.6671,3144.7235,
HABQAE,Ni,0,546.25965,65,276,-0.15499,-0.24924,0.09425,0.0561899999999999,-3501.5246457,-1.8200341399997344,-0.1170257421,0.0103983507,-3499.216474,0.4881375600002684,-3499.308355,0.3962565599999834,0.456905,139.379,193.381,7.869,1.5923999999999996,543.54,10.4359,3144.9526,
HAGDAU,Rh,0,372.192,48,188,-0.07306,-0.24338,0.17032,0.06285,-806.735225463,-0.8235466830000178,-0.0788383285,0.0072806740999999,-805.513101,0.3985777799999823,-805.577867,0.3338117800000191,0.377639,92.193,136.312,9.2052,0.315199999999999,265.91,49.1832,3118.179,
HATRID,Co,0,413.29705,55,208,-0.09637,-0.27421,0.17784,0.0942899999999999,-2317.10445006,-1.260217850000117,-0.0962189594,0.0085494539,-2315.422503,0.4217292100001941,-2315.495645,0.3485872100000051,0.397361,112.392,153.94,2.0419,0.0672000000000001,315.68,30.5261,3338.8914,
HAXJAS,Ir,0,599.27086,62,290,-0.07615,-0.23164,0.15549,0.07465,-1571.74334457,-1.3445339900001727,-0.1090170208,0.0087095049999999,-1569.892846,0.5059645799999544,-1569.978724,0.420086579999861,0.475317,127.266,180.745,12.558,0.3509999999999991,360.2,34.9726,3153.5611,
HAXJEW,Ru,0,507.20343,61,256,-0.07515,-0.23103,0.15588,0.07506,-1561.6740388,-1.357463540000026,-0.105729305,0.0089528696,-1559.820018,0.4965572600001451,-1559.902399,0.4141762599999765,0.467833,122.578,173.386,12.2946,0.5259,357.19,31.6432,3159.9883,
HAXJIA,Rh,0,541.18443,63,274,-0.07739,-0.21519,0.1377999999999999,0.0732099999999999,-1976.02337713,-1.532797789999904,-0.1117536957,0.0089826449,-1973.981768,0.5088113399999656,-1974.074049,0.4165303400000084,0.47621,132.7,194.22,13.6698,0.3798000000000012,388.44,9.6752,3151.5555,
HAXJOG,Rh,0,681.35113,84,344,-0.10367,-0.19343,0.0897599999999999,0.05283,-2243.89614237,-1.8995767499995964,-0.1615288306,0.0120671454,-2241.339909,0.6566566200003763,-2241.447799,0.5487666200001513,0.615153,179.879,227.075,13.6994,-0.7192999999999987,570.88,25.3335,3154.5172,
HAYROS,Ni,0,492.06709,49,252,-0.10809,-0.23874,0.13065,0.0783499999999999,-3032.06662684,-1.8133156600001712,-0.0667184533,0.0072558423,-3029.885123,0.3681881799998336,-3029.972521,0.2807901799997125,0.339682,111.033,183.944,0.4995,0.3258999999999999,349.12,11.2425,3155.3455,
HAYZIS,Ag,0,584.00862,48,290,-0.10169,-0.23393,0.13224,0.0880699999999999,-1879.41704865,-1.9230904900000496,-0.0739376924,0.007227523,-1877.147182,0.3467761599999903,-1877.247459,0.2464991599999848,0.315505,112.071,211.051,7.0886,0.8831999999999995,359.82,4.8859,3151.9681,
HENRIC,Co,-1,327.27284,45,164,0.02807,-0.16049,0.18856,0.09651,-1995.43636215,-0.9037692299998524,-0.0789598866,0.007265668,-1994.199026,0.3335669200000666,-1994.256431,0.2761619200000496,0.315807,90.319,120.819,6.1343,0.1984999999999992,285.46,73.0936,3132.9993,
HEPCOB,Rh,0,450.23047,64,234,-0.04604,-0.21874,0.1727,0.06872,-1524.18166478,-1.2039753599999583,-0.0991303698,0.0083386168999999,-1522.418037,0.5596524200000204,-1522.510855,0.466834419999941,0.526547,128.537,195.351,10.6643,0.0561000000000007,331.1,40.1264,3162.5644,
HEYZOB,Pt,0,617.27143,65,300,-0.05971,-0.22162,0.16191,0.0646399999999999,-1756.23637772,-1.4094182200001342,-0.1175788698,0.0087310330999999,-1754.294669,0.5322904999998173,-1754.389285,0.4376744999999573,0.49877,136.433,199.136,15.062,0.2184999999999988,406.62,20.1903,3140.9118,
HEZTUB,Cr,0,381.99333,36,194,-0.13097,-0.22795,0.09698,0.05748,-2187.68753872,-1.3540922299998783,-0.0504145937,0.0050694867999999,-2186.071815,0.2616314900001271,-2186.15836,0.1750864900000124,0.235577,90.598,182.15,7.0715,0.8734000000000002,346.05,10.553,3143.0891,
HIGZEF,Co,0,472.3917,70,242,-0.0754,-0.27355,0.19815,0.09624,-2409.43077131,-1.3934023500000876,-0.1217883232,0.0106867185999999,-2407.478364,0.5590049600000384,-2407.564507,0.4728619600000456,0.527805,140.901,181.303,10.1144,-0.1440999999999999,385.37,23.0224,3159.169,
HIMMEX,Ru,0,388.15663,46,194,-0.06224,-0.25649,0.19425,0.0739,-1136.74739387,-0.933730980000064,-0.0749007402,0.0063225046,-1135.443833,0.3698298899998917,-1135.512296,0.3013668899998265,0.347779,94.523,144.093,10.085,0.6100000000000012,273.76,26.8609,3161.0577,
HIMQOL,Co,0,500.13003,55,254,-0.0897,-0.2227,0.133,0.08884,-3312.90328576,-1.7934983199997987,-0.0991004115,0.0077687247,-3310.692313,0.4174744400002055,-3310.779654,0.3301334400002815,0.387131,123.185,183.825,8.6485,0.0036000000000004,342.01,30.5162,3197.5012,
HINDEP,Ir,-1,525.18682,49,252,0.02249,-0.06979,0.09228,0.0571,-1596.22652685,-1.1345648900000924,-0.0773262756,0.0062540858,-1594.703956,0.3880059599998731,-1594.78544,0.3065219599998272,0.361351,105.828,171.498,21.7923,1.034200000000002,338.7,8.826,3089.0458,
HIPQII,Co,0,626.2072,76,322,-0.07879,-0.24442,0.16563,0.09687,-3836.02377132,-2.1513722300001064,-0.1473604228,0.0112866661,-3833.25889,0.6135090899997522,-3833.36313,0.5092690899996342,0.575974,156.244,219.391,9.0873,0.0042000000000008,500.33,16.3654,3148.9137,
HIVHAX,Co,0,547.19471,56,264,-0.12156,-0.23727,0.11571,0.06986,-2615.14591255,-1.2827721899998323,-0.1056998734,0.0084425689999999,-2613.444415,0.4187253600002805,-2613.521246,0.341894360000424,0.393201,117.601,161.704,12.7082,0.5718999999999994,385.99,17.5041,3185.2516,
HIYMEL,Zr,0,625.09574,68,322,-0.10785,-0.2839,0.1760499999999999,0.0915299999999999,-1965.8777971,-2.131943139999976,-0.1111498932,0.0109070751999999,-1963.185438,0.5604159600000003,-1963.285164,0.4606899600000815,0.525165,138.152,209.89,16.3689,0.7218999999999998,351.64,16.784,3162.9925,
HIZQAI,Pd,0,720.19607,82,366,-0.08029,-0.21209,0.1318,0.0596499999999999,-2672.85892812,-2.1547202300002937,-0.1604267143,0.0111698957999999,-2670.046031,0.6581768900000498,-2670.162886,0.5413218899998355,0.616283,170.715,245.943,13.1266,0.0609999999999999,560.84,13.108,3186.3761,
HIZQIQ,Ru,0,408.12595,44,202,-0.07264,-0.25824,0.1856,0.06698,-975.327767973,-0.9881547500000352,-0.0721704039,0.0063480125999999,-974.004881,0.33473222300006,-974.079658,0.2599552230000199,0.310996,96.878,157.381,8.9926,0.3462999999999994,292.73,24.5848,3143.4084,
HIZQOW,Ru,0,526.21709,66,268,-0.05616,-0.22337,0.16721,0.06703,-1554.08290558,-1.4440018699999655,-0.1108055073,0.0092989294,-1552.096465,0.5424387099999421,-1552.196154,0.4427497100000437,0.507538,138.758,209.813,20.9278,0.0776000000000003,384.45,14.3753,3166.0145,
HOBFUA,Co,-1,385.29672,54,196,0.02704,-0.1583,0.18534,0.09616,-2364.61287645,-1.1391003399999136,-0.0970204488,0.0080467793999999,-2363.063307,0.4104691100001219,-2363.133096,0.3406801099999939,0.386623,112.688,146.882,9.3277,0.1051000000000002,330.5,57.0165,3146.8213,
HODGAL,Co,-1,327.27284,45,164,0.02351,-0.16007,0.18358,0.1021799999999999,-1995.48781194,-0.9078898000000208,-0.0792039015,0.0072957094999999,-1994.245366,0.3345561399999042,-1994.30236,0.2775621400001,0.317032,89.426,119.953,0.0,0.0,282.59,75.5141,3133.3136,
HODVOL,Ni,0,662.1457,73,340,-0.0738,-0.19917,0.12537,0.06835,-4450.22434758,-2.4235224499998367,-0.1374756438,0.0097255223,-4447.232921,0.5679041299999881,-4447.347986,0.4528391300000294,0.525912,163.705,242.176,7.4073,0.1748000000000003,521.88,24.0458,3140.0478,
HOGPIC,Rh,0,579.88153,35,266,-0.12483,-0.23404,0.10921,0.06283,-1603.01290067,-0.824645129999908,-0.0698531219,0.0041998681,-1601.931836,0.2564195400000244,-1602.003885,0.184370539999918,0.234442,84.32,151.639,8.4065,0.3383000000000002,284.54,34.3542,3144.7729,
HOGRAZ,Mn,0,411.15432,54,218,-0.09408,-0.23303,0.13895,0.09365,-2697.00046394,-1.4649113400000715,-0.0775368784,0.006720204,-2695.073227,0.4623255999999855,-2695.159641,0.3759115999996538,0.432157,114.111,181.874,2.8479,-0.4552,281.13,29.0873,3114.2285,
HOHLAU,Ru,0,486.19403,59,246,-0.09828,-0.25175,0.1534699999999999,0.0645699999999999,-1245.99214527,-1.319689359999984,-0.0953936182,0.0081311461,-1244.193641,0.4788149099999828,-1244.281388,0.391067909999947,0.448028,123.551,184.679,9.5776,0.0881000000000007,319.97,27.0641,3154.7119,
HOJBEO,Mo,0,1003.93104,84,498,-0.11752,-0.23327,0.11575,0.04767,-5276.5923022,-3.171077369999693,-0.2223508595,0.0152883127,-5272.816336,0.6048888300001636,-5272.914385,0.5068398299999899,0.566509,174.789,206.362,0.8151,-0.1499999999999999,651.45,26.9036,3100.5765,
HOSGIG,Ru,0,616.26004,77,314,-0.04313,-0.23605,0.19292,0.07585,-1773.07627187,-1.6879660199999762,-0.1358492247,0.0114348719,-1770.760741,0.6275648499999988,-1770.861807,0.5264988500000527,0.591655,153.801,212.711,8.0569,-0.0088999999999987,471.36,13.0144,3198.1917,
HOTROX,Rh,0,618.07071,63,302,-0.06844,-0.21422,0.14578,0.0708199999999999,-6094.58398518,-1.900329609999972,-0.1152031377,0.0077031688,-6092.168945,0.5147105699998065,-6092.263956,0.4196995700003754,0.479969,137.896,199.967,13.2379,0.1173000000000001,390.69,26.9597,3114.1287,
HOVKAF,Co,-1,327.27284,45,164,0.02806,-0.16049,0.18855,0.0965,-1995.43635852,-0.90376563000018,-0.078959835,0.0072656507,-1994.199027,0.3335658900000453,-1994.256432,0.2761608900000283,0.315806,90.318,120.819,6.1346,0.1985000000000001,285.46,73.1148,3132.979,
HOYRUI,Rh,0,588.16423,66,298,-0.08589,-0.22101,0.13512,0.07297,-2159.98501838,-1.78338518999999,-0.113143743,0.0086090361999999,-2157.679916,0.5217171899998903,-2157.78569,0.4159431899997798,0.48361,147.679,222.619,7.8881,0.0633999999999996,405.93,9.1164,3116.8424,
HOYTAS,Ru,0,514.35438,69,258,-0.0727,-0.25972,0.18702,0.07313,-1121.15912465,-1.2314021099998629,-0.1242536037,0.0104381028999999,-1119.379093,0.5486295400000927,-1119.461617,0.4661055400001714,0.518999,137.474,173.686,10.1471,0.5067000000000004,386.82,30.6055,3187.1409,
HOYTOG,Co,0,402.31345,55,202,-0.08939,-0.28874,0.19935,0.09855,-2212.98631872,-1.1543398899998465,-0.09748807,0.0088495824,-2211.415415,0.4165638300000864,-2211.482952,0.3490268300001844,0.394346,109.853,142.143,8.8869,0.1325000000000002,322.04,33.4062,3202.929,
HUCSIH,Ru,0,464.10775,51,230,-0.05975,-0.2227,0.16295,0.06532,-3416.94902841,-1.2716882700001406,-0.0845672192,0.0067654533999999,-3415.255973,0.4213671400002567,-3415.333891,0.3434491399998478,0.395068,105.98,163.994,9.9257,0.5901000000000014,293.12,31.5326,3139.4676,
HUJYER,Pd,0,611.15659,67,308,-0.07425,-0.23304,0.15879,0.07319,-2448.84961938,-1.816807870000048,-0.1231221777,0.0094721646,-2446.500775,0.5320365100001254,-2446.602168,0.430643510000209,0.496348,143.6,213.4,4.9716,-0.1734,436.8,20.3212,3162.6854,
