sample_id,source_dataset,raw_file_path,rruff_id,mineral_name,compound_name,original_formula,display_formula_clean,normalized_formula,reduced_formula,chemical_family,sub_family,elements,contains_transition_metal,contains_3d_transition_metal,contains_4d_transition_metal,contains_5d_transition_metal,is_mixture,mixture_components,has_variable_formula,has_vacancy_symbol,has_mixed_occupancy,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,matbench_match_success,band_gap_eV,band_gap_class,is_metal,formation_energy,formation_energy_class,has_xrd,xrd_file_path,duplicate_rruff_id,duplicate_group_size,exclude_from_inorganic_main,quality_flags
R060728,RRUFF,Curite__R060728__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2580faca60bf849fead153840d18.txt,R060728,Curite,Curite,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Oxide,,"H,O,Pb,U",False,False,False,False,False,,False,False,False,False,True,False,False,False,,,,,,False,,True,7,False,
R070328,RRUFF,Curite__R070328__Raman__532______Raman_Data_Processed__e9997cb0ea3d8516fcfd3ebdf2f9.txt,R070328,Curite,Curite,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Oxide,,"H,O,Pb,U",False,False,False,False,False,,False,False,False,False,True,False,False,False,,,,,,False,,True,6,False,
R130657,RRUFF,Curite__R130657__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c96a7e075c7fd3366ee92ba54687.txt,R130657,Curite,Curite,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb_3+x_[(UO_2_)_4_O_4+x_(OH)_3-x_]_2_·2H_2_O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Pb3+x[(UO2)4O4+x(OH)3-x]22H2O,Oxide,,"H,O,Pb,U",False,False,False,False,False,,False,False,False,False,True,False,False,False,,,,,,False,,True,6,False,
R060049,RRUFF,Cuspidine__R060049__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e2fbca93453c5c6370b7b5877572.txt,R060049,Cuspidine,Cuspidine,Ca_8_(Si_2_O_7_)_2_F_4_,Ca_8_(Si_2_O_7_)_2_F_4_,Ca8(Si2O7)2F4,Ca4Si2O7F2,Silicate,,"Al,Ca,Cl,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.678,wide_gap_insulator,False,-3.642394498575334,highly_stable,False,,True,7,False,
R130002,RRUFF,Cuspidine__R130002__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1b68d0c6b174477f3b57a5302ac8.txt,R130002,Cuspidine,Cuspidine,Ca_8_(Si_2_O_7_)_2_F_4_,Ca_8_(Si_2_O_7_)_2_F_4_,Ca8(Si2O7)2F4,Ca4Si2O7F2,Silicate,,"Ca,F,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.678,wide_gap_insulator,False,-3.642394498575334,highly_stable,False,,True,8,False,
R140776,RRUFF,Cuspidine__R140776__Broad_Scan__532__0__unoriented__Raman_Data_Processed__77dd2e0e21d8fc4a0a2af87c43c9.txt,R140776,Cuspidine,Cuspidine,Ca_8_(Si_2_O_7_)_2_F_4_,Ca_8_(Si_2_O_7_)_2_F_4_,Ca8(Si2O7)2F4,Ca4Si2O7F2,Silicate,,"Ca,F,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.678,wide_gap_insulator,False,-3.642394498575334,highly_stable,False,,True,6,False,
R250043,RRUFF,Cuyaite__R250043__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f41548043b4451a5ede0e562940f.txt,R250043,Cuyaite,Cuyaite,Ca_2_Mn^3+^As^3+^_14_O_24_Cl,Ca_2_Mn^3+^As^3+^_14_O_24_Cl,Ca2MnAs14O24Cl,Ca2MnAs14ClO24,Halide,,"As,Ca,Cl,Mn,O",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cuyaite__R250043__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__f41548043b4451a5ede0e562940f.txt,True,3,False,
R061035,RRUFF,Cyanochroite__R061035__Raman__532______Raman_Data_Processed__978e3a99f46e2a84d0bff467cb47.txt,R061035,Cyanochroite,Cyanochroite,K_2_Cu(SO_4_)_2_·6H_2_O,K_2_Cu(SO_4_)_2_·6H_2_O,K2Cu(SO4)26H2O,K2CuH2S26O105,Sulfate,,"Cu,H,K,O,S",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R070405,RRUFF,Cyanotrichite__R070405__Raman__532______Raman_Data_Processed__9f8a79777c85bc1e31a1235c0cca.txt,R070405,Cyanotrichite,Cyanotrichite,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu4Al2(SO4)(OH)12(H2O)2,Al2Cu4H16SO18,Sulfate,,"Al,Cu,H,O,S",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,6,False,
R070500,RRUFF,Cyanotrichite__R070500__Broad_Scan__785__0__unoriented__Raman_Data_Processed__288ad5c54ecb7ad5a8a99e2364a6.txt,R070500,Cyanotrichite,Cyanotrichite,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu4Al2(SO4)(OH)12(H2O)2,Al2Cu4H16SO18,Sulfate,,"Al,Cu,H,O,S",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cyanotrichite__R070500__Broad_Scan__785__0__unoriented__Xray_Data_XY_Data_Processed__288ad5c54ecb7ad5a8a99e2364a6.txt,True,7,False,
R050175,RRUFF,Cylindrite__R050175_b__Raman__532______Raman_Data_Processed__881e23b05375fe86078d65d04428.txt,R050175,Cylindrite,Cylindrite,FePb_3_Sn_4_Sb_2_S_14_,FePb_3_Sn_4_Sb_2_S_14_,FePb3Sn4Sb2S14,FeSn4Sb2Pb3S14,Sulfide,,"As,Fe,La,Ni,Pb,S,Sb,Si,Sn",True,True,False,True,False,,False,False,False,False,False,True,True,False,,,,,,True,Cylindrite__R050175_b__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__881e23b05375fe86078d65d04428.txt,True,12,False,
R050329,RRUFF,Cylindrite__R050329_b__Raman__532______Raman_Data_Processed__32f5ede075c78d1975000b29029a.txt,R050329,Cylindrite,Cylindrite,FePb_3_Sn_4_Sb_2_S_14_,FePb_3_Sn_4_Sb_2_S_14_,FePb3Sn4Sb2S14,FeSn4Sb2Pb3S14,Sulfide,,"Cu,Fe,La,Pb,S,Sb,Sn",True,True,False,True,False,,False,False,False,False,False,True,True,False,,,,,,True,Cylindrite__R050329_b__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__32f5ede075c78d1975000b29029a.txt,True,4,False,
R080032,RRUFF,Cymrite__R080032__Raman__532______Raman_Data_Processed__f07e7c65d986f2ac4e9a107244a1.txt,R080032,Cymrite,Cymrite,"Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba(Si,Al)4(O,OH)8H2O",Ba48H2O,Silicate,,"Al,Ba,H,O,Si",False,False,False,False,False,,False,False,True,False,True,True,False,False,,,,,,True,Cymrite__R080032__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__f07e7c65d986f2ac4e9a107244a1.txt,True,6,False,
R060504,RRUFF,Cyrilovite__R060504__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6f432d84e4fc86a7c2210a18bdf4.txt,R060504,Cyrilovite,Cyrilovite,NaFe^3+^_3_(PO_4_)_2_(OH)_4_·2H_2_O,NaFe^3+^_3_(PO_4_)_2_(OH)_4_·2H_2_O,NaFe3(PO4)2(OH)42H2O,NaFe3P2H44O51,Phosphate,,"Fe,H,Na,O,P",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R061097,RRUFF,Dachiardite-Ca__R061097__Raman__532______Raman_Data_Processed__ac2ce2fde07f7353a24dc058a1c0.txt,R061097,Dachiardite-Ca,Dachiardite-Ca,Ca_2_(Si_20_Al_4_)O_48_·13H_2_O,Ca_2_(Si_20_Al_4_)O_48_·13H_2_O,Ca2(Si20Al4)O4813H2O,CaAl2Si10HO2407,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R061125,RRUFF,Dachiardite-Ca__R061125__Raman__532______Raman_Data_Processed__95a1d627659ac1567352efa40b56.txt,R061125,Dachiardite-Ca,Dachiardite-Ca,Ca_2_(Si_20_Al_4_)O_48_·13H_2_O,Ca_2_(Si_20_Al_4_)O_48_·13H_2_O,Ca2(Si20Al4)O4813H2O,CaAl2Si10HO2407,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R061116,RRUFF,Dachiardite-Na__R061116__Raman__532______Raman_Data_Processed__24b397250325cd196273d8f82184.txt,R061116,Dachiardite-Na,Dachiardite-Na,Na_4_(Si_20_Al_4_)O_48_·13H_2_O,Na_4_(Si_20_Al_4_)O_48_·13H_2_O,Na4(Si20Al4)O4813H2O,Na2Al2Si10HO2407,Silicate,,"Al,H,Na,O,Si",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R250010,RRUFF,Dacostaite__R250010__Raman__633______Raman_Data_Processed__02d16cd4200aa2e7929d7fa061ae.txt,R250010,Dacostaite,Dacostaite,K(Mg_2_Al)[Mg(H_2_O)_6_]_2_(AsO_4_)_2_F_6_·2H_2_O,K(Mg_2_Al)[Mg(H_2_O)_6_]_2_(AsO_4_)_2_F_6_·2H_2_O,K(Mg2Al)[Mg(H2O)6]2(AsO4)2F62H2O,KMg4AlAs2H26O21F62,Sulfate,,"Al,As,F,H,K,Mg,O",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Dacostaite__R250010__Xray_Data_XY__633______Xray_Data_XY_Data_Processed__02d16cd4200aa2e7929d7fa061ae.txt,True,3,False,
R060246,RRUFF,Dadsonite__R060246__Raman__532______Raman_Data_Processed__4b0c2360a0a8154a6914fbd6e0b7.txt,R060246,Dadsonite,Dadsonite,Pb_23_Sb_25_S_60_Cl,Pb_23_Sb_25_S_60_Cl,Pb23Sb25S60Cl,Sb25Pb23S60Cl,Halide,,"Cl,Pb,S,Sb",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,6,False,
R070415,RRUFF,Dalyite__R070415__Raman__532______Raman_Data_Processed__09b3590f3f28d96c9c344461bcd4.txt,R070415,Dalyite,Dalyite,K_2_ZrSi_6_O_15_,K_2_ZrSi_6_O_15_,K2ZrSi6O15,K2Zr(Si2O5)3,Silicate,,"K,O,Si,Zr",True,False,True,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,6,False,
R060057,RRUFF,Danalite__R060057__Broad_Scan__532__0__unoriented__Raman_Data_Processed__afc39a5b4273fe2302b10ad368a4.txt,R060057,Danalite,Danalite,Be_3_Fe^2+^_4_(SiO_4_)_3_S,Be_3_Fe^2+^_4_(SiO_4_)_3_S,Be3Fe4(SiO4)3S,Be3Fe4Si3SO12,Silicate,,"Be,Fe,O,S,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.1762,wide_gap_insulator,False,-2.5720281062635886,highly_stable,False,,True,8,False,
R040013,RRUFF,Danburite__R040013-3__Raman__514__0-000__ccw__Raman_Data_Processed__ae4aec65de4d5f9da8d3996e4bfd.txt,R040013,Danburite,Danburite,CaB_2_Si_2_O_8_,CaB_2_Si_2_O_8_,CaB2Si2O8,CaSi2(BO4)2,Silicate,,"Al,B,Ca,Cr,Fe,Mg,Mn,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.6644000000000005,wide_gap_insulator,False,-3.2091097375641024,highly_stable,True,Danburite__R040013-3__Xray_Data_XY__514__0-000__ccw__Xray_Data_XY_Data_Processed__ae4aec65de4d5f9da8d3996e4bfd.txt,True,74,False,
R050602,RRUFF,Danburite__R050602__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f3edba80d1051c1d16316d9fd287.txt,R050602,Danburite,Danburite,CaB_2_Si_2_O_8_,CaB_2_Si_2_O_8_,CaB2Si2O8,CaSi2(BO4)2,Silicate,,"B,Ca,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.6644000000000005,wide_gap_insulator,False,-3.2091097375641024,highly_stable,True,Danburite__R050602__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__f3edba80d1051c1d16316d9fd287.txt,True,8,False,
R070419,RRUFF,Danielsite__R070419__Raman__532______Raman_Data_Processed__be4d185e1f1818f62287887220bf.txt,R070419,Danielsite,Danielsite,"(Cu,Ag)_14_HgS_8_","(Cu,Ag)_14_HgS_8_","(Cu,Ag)14HgS8","(Cu,Ag)14HgS8",Sulfide,,"Ag,Cu,Hg,S",True,True,True,True,False,,False,False,True,False,False,False,False,False,,,,,,False,,True,6,False,
R050033,RRUFF,Datolite__R050033-3__Raman__514__0-000__depolarized__Raman_Data_Processed__920519910b66f0d0beb470741e45.txt,R050033,Datolite,Datolite,CaB(SiO_4_)(OH),CaB(SiO_4_)(OH),CaB(SiO4)(OH),CaSiBHO5,Silicate,,"Al,B,Ca,Cr,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.0756,wide_gap_insulator,False,-2.9005979205874057,highly_stable,True,Datolite__R050033-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__920519910b66f0d0beb470741e45.txt,True,40,False,
R050136,RRUFF,Datolite__R050136-3__Raman__514__0-000__depolarized__Raman_Data_Processed__765ce1bb45226f9f62bc834ec459.txt,R050136,Datolite,Datolite,CaB(SiO_4_)(OH),CaB(SiO_4_)(OH),CaB(SiO4)(OH),CaSiBHO5,Silicate,,"Al,B,Ca,Cr,Cu,F,Fe,H,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.0756,wide_gap_insulator,False,-2.9005979205874057,highly_stable,True,Datolite__R050136-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__765ce1bb45226f9f62bc834ec459.txt,True,40,False,
R120009,RRUFF,Davidite-(Ce)__R120009__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d13a3d939db6ace60fbf5abfcc70.txt,R120009,Davidite-(Ce),Davidite-(Ce),"Ce(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","Ce(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","Ce(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",CeFe21838,Halide,,"Ce,Cr,F,Fe,H,O,Ti,U,V,Y",True,True,True,False,False,,False,False,True,False,False,True,False,False,,,,,,False,,True,8,False,
R070697,RRUFF,Davidite-(La)__R070697__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1ee336a7c434ad896f13a7cd6a04.txt,R070697,Davidite-(La),Davidite-(La),"La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",LaFe21838,Halide,,"Cr,F,Fe,H,La,O,Ti,U,V,Y",True,True,True,True,False,,False,False,True,False,False,True,False,False,,,,,,False,,True,8,False,
R070698,RRUFF,Davidite-(La)__R070698__Broad_Scan__785__0__unoriented__Raman_Data_Processed__d227ce5bfe14c82327736ee1e3a9.txt,R070698,Davidite-(La),Davidite-(La),"La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",LaFe21838,Halide,,"Al,Ca,Cl,Cr,F,Fe,H,La,Mg,Mn,O,Sc,Th,Ti,U,V,Y,Zr",True,True,True,True,False,,False,False,True,False,False,True,False,False,,,,,,False,,True,7,False,
R110047,RRUFF,Davidite-(La)__R110047__Raman__532______Raman_Data_Processed__fd5a3df1288c5fa36ff119cf9400.txt,R110047,Davidite-(La),Davidite-(La),"La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe_2_(Ti,Fe,Cr,V)_18_(O,OH,F)_38_","La(Y,U)Fe2(Ti,Fe,Cr,V)18(O,OH,F)38",LaFe21838,Halide,,"Al,Ca,Cl,Cr,F,Fe,H,La,Mg,Mn,Nb,O,Pb,Sc,Th,Ti,U,V,Y,Zn",True,True,True,True,False,,False,False,True,False,False,True,False,False,,,,,,False,,True,6,False,
R130015,RRUFF,Davidlloydite__R130015__Raman________Raman_Data_Processed__7db6304cc818bc77d27ddac0e8ec.txt,R130015,Davidlloydite,Davidlloydite,Zn_3_(AsO_4_)_2_·4H_2_O,Zn_3_(AsO_4_)_2_·4H_2_O,Zn3(AsO4)24H2O,Zn3As24H2O97,Sulfate,,"As,H,O,Zn",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,2,False,
R130013,RRUFF,Davisite__R130013__Raman__514______Raman_Data_Processed__6743e37a5a57c9c53ca3043bc704.txt,R130013,Davisite,Davisite,CaScAlSiO_6_,CaScAlSiO_6_,CaScAlSiO6,CaScAlSiO6,Silicate,,"Al,Ca,O,Sc,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.78785,wide_gap_insulator,False,-3.5977599097500006,highly_stable,False,,True,3,False,
R060305,RRUFF,Davyne__R060305__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0ccadd407c8e6264e4fd857b05ae.txt,R060305,Davyne,Davyne,"[(Na,K)_6_(SO_4_)_0.5_Cl][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)_6_(SO_4_)_0.5_Cl][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)6(SO4)05Cl][Ca2Cl2][(Si6Al6O24)]","[(Na,K)6(SO4)05Cl][Ca2Cl2][(Si6Al6O24)]",Silicate,,"Al,Ca,Cl,K,Na,O,S,Si",False,False,False,False,False,,False,False,True,False,True,False,False,False,,,,,,True,Davyne__R060305__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__0ccadd407c8e6264e4fd857b05ae.txt,True,7,False,
R140771,RRUFF,Davyne__R140771__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c54e6b5633aff58fa1f7098e7ff4.txt,R140771,Davyne,Davyne,"[(Na,K)_6_(SO_4_)_0.5_Cl][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)_6_(SO_4_)_0.5_Cl][Ca_2_Cl_2_][(Si_6_Al_6_O_24_)]","[(Na,K)6(SO4)05Cl][Ca2Cl2][(Si6Al6O24)]","[(Na,K)6(SO4)05Cl][Ca2Cl2][(Si6Al6O24)]",Silicate,,"Al,Ca,Cl,K,Na,O,S,Si",False,False,False,False,False,,False,False,True,False,True,False,False,False,,,,,,False,,True,6,False,
R050641,RRUFF,Dawsonite__R050641__Raman__532______Raman_Data_Processed__ebc26c2f3f7eef707baaceba6e6b.txt,R050641,Dawsonite,Dawsonite,NaAl(CO_3_)(OH)_2_,NaAl(CO_3_)(OH)_2_,NaAl(CO3)(OH)2,NaAlH2CO5,Carbonate,,"Al,C,Ca,Cl,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.98845,wide_gap_insulator,False,-2.2262755649739994,highly_stable,True,Dawsonite__R050641__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__ebc26c2f3f7eef707baaceba6e6b.txt,True,6,False,
R050645,RRUFF,Dawsonite__R050645__Raman__532______Raman_Data_Processed__190bbd40e1744733908c567d3ebc.txt,R050645,Dawsonite,Dawsonite,NaAl(CO_3_)(OH)_2_,NaAl(CO_3_)(OH)_2_,NaAl(CO3)(OH)2,NaAlH2CO5,Carbonate,,"Al,C,Ca,Cl,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.98845,wide_gap_insulator,False,-2.2262755649739994,highly_stable,False,,True,6,False,
R120093,RRUFF,Dawsonite__R120093__Broad_Scan__532__0__unoriented__Raman_Data_Processed__df847e659d9bad0f7b9627c9e25e.txt,R120093,Dawsonite,Dawsonite,NaAl(CO_3_)(OH)_2_,NaAl(CO_3_)(OH)_2_,NaAl(CO3)(OH)2,NaAlH2CO5,Carbonate,,"Al,C,H,Na,O",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.98845,wide_gap_insulator,False,-2.2262755649739994,highly_stable,False,,True,8,False,
R060302,RRUFF,Decrespignyite-(Y)__R060302__Raman__532______Raman_Data_Processed__2f55da809d513385c97aeb423354.txt,R060302,Decrespignyite-(Y),Decrespignyite-(Y),Y_4_Cu(CO_3_)_4_Cl(OH)_5_·2H_2_O,Y_4_Cu(CO_3_)_4_Cl(OH)_5_·2H_2_O,Y4Cu(CO3)4Cl(OH)52H2O,Y4CuH54C4ClO65,Carbonate,,"C,Cl,Cu,H,O,Y",True,True,True,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Decrespignyite-(Y)__R060302__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__2f55da809d513385c97aeb423354.txt,True,4,False,
R070393,RRUFF,Deerite__R070393__Raman__532______Raman_Data_Processed__2a2db890ae669e85c6b2456e4ab5.txt,R070393,Deerite,Deerite,Fe^2+^_6_Fe^3+^_3_(Si_6_O_17_)O_3_(OH)_5_,Fe^2+^_6_Fe^3+^_3_(Si_6_O_17_)O_3_(OH)_5_,Fe6Fe3(Si6O17)O3(OH)5,Fe9Si6(HO5)5,Silicate,,"Fe,H,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,6,False,
R060619,RRUFF,Defernite__R060619__Raman__532______Raman_Data_Processed__e18f522e7fc65c29805dc059cd02.txt,R060619,Defernite,Defernite,Ca_6_(CO_3_)_1.58_(Si_2_O_7_)_0.21_(OH)_7_[Cl_0.50_(OH)_0.08_(H_2_O)_0.42_],Ca_6_(CO_3_)_1.58_(Si_2_O_7_)_0.21_(OH)_7_[Cl_0.50_(OH)_0.08_(H_2_O)_0.42_],Ca6(CO3)158(Si2O7)021(OH)7[Cl050(OH)008(H2O)042],Ca6Si42H99C158(Cl25O339)2,Silicate,,"Al,C,Ca,Cl,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,6,False,
R050403,RRUFF,Delafossite__R050403__Broad_Scan__532__0__unoriented__Raman_Data_Processed__43c56d1b486f678a5782743d2641.txt,R050403,Delafossite,Delafossite,Cu^1+^Fe^3+^O_2_,Cu^1+^Fe^3+^O_2_,CuFeO2,FeCuO2,Oxide,,"Cu,Fe,O",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.8711500000000001,narrow_gap,False,-1.4483379206250002,stable,True,Delafossite__R050403__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__43c56d1b486f678a5782743d2641.txt,True,8,False,
R060816,RRUFF,Delhayelite__R060816__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1843ad4566779c7acd07f6c5a10e.txt,R060816,Delhayelite,Delhayelite,K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_,K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_,K7Na3Ca5Al2Si14O38F4Cl2,K7Na3Ca5Al2Si14Cl2(O19F2)2,Silicate,,"Al,Ca,Cl,F,K,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Delhayelite__R060816__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__1843ad4566779c7acd07f6c5a10e.txt,True,7,False,
R070096,RRUFF,Delhayelite__R070096__Raman__532______Raman_Data_Processed__184ce23e29b42d5f5e04066a8bae.txt,R070096,Delhayelite,Delhayelite,K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_,K_7_Na_3_Ca_5_Al_2_Si_14_O_38_F_4_Cl_2_,K7Na3Ca5Al2Si14O38F4Cl2,K7Na3Ca5Al2Si14Cl2(O19F2)2,Silicate,,"Al,Ca,Cl,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Delhayelite__R070096__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__184ce23e29b42d5f5e04066a8bae.txt,True,6,False,
R080130,RRUFF,Demesmaekerite__R080130__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e4162ae8416aed7bdfa1fbeaef85.txt,R080130,Demesmaekerite,Demesmaekerite,Pb_2_Cu_5_(UO_2_)_2_(Se^4+^O_3_)_6_(OH)_6_·2H_2_O,Pb_2_Cu_5_(UO_2_)_2_(Se^4+^O_3_)_6_(OH)_6_·2H_2_O,Pb2Cu5(UO2)2(SeO3)6(OH)62H2O,U2Cu5H64Pb2Se6O85,Oxide,,"Cu,H,O,Pb,Se,U",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,False,,True,8,False,
R250048,RRUFF,Dendoraite-(NH4)__R250048__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f8e84dc8ca9fd6ae87d1601b3747.txt,R250048,Dendoraite-(NH4),Dendoraite-(NH4),(NH_4_)_2_NaAl(C_2_O_4_)(PO_3_OH)_2_(H_2_O)_2_,(NH_4_)_2_NaAl(C_2_O_4_)(PO_3_OH)_2_(H_2_O)_2_,(NH4)2NaAl(C2O4)(PO3OH)2(H2O)2,NaAlP2H14C2(NO7)2,Oxide,,"Al,C,H,N,Na,O,P",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Dendoraite-(NH4)__R250048__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__f8e84dc8ca9fd6ae87d1601b3747.txt,True,4,False,
R120067,RRUFF,Denisovite__R120067__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e3168e973153bceaddb883634852.txt,R120067,Denisovite,Denisovite,KCa_2_Si_3_O_8_F,KCa_2_Si_3_O_8_F,KCa2Si3O8F,KCa2Si3O8F,Silicate,,"Ca,F,K,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,8,False,
R061023,RRUFF,Denningite__R061023__Raman__532______Raman_Data_Processed__bdf22661aea93a15a93e5390b3f6.txt,R061023,Denningite,Denningite,CaMn^2+^Te^4+^_4_O_10_,CaMn^2+^Te^4+^_4_O_10_,CaMnTe4O10,CaMn(Te2O5)2,Oxide,,"Ca,Mn,O,Te",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,False,,True,6,False,
