rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,original_formula,display_formula_clean,normalized_formula,reduced_formula,has_vacancy_symbol,has_mixed_occupancy,has_variable_formula,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,n_elements,avg_electronegativity,avg_atomic_mass,band_gap_eV,band_gap_min_eV,band_gap_max_eV,band_gap_match_count,is_metal,is_metal_match_count,formation_energy,formation_energy_min,formation_energy_match_count,band_gap_class
R040074,Axinite-(Fe),514,Processed,Axinite-(Fe)__R040074-3__Raman__514__0-000__depolarized__Raman_Data_Processed__8c3288ee863f1b213cd0235f11dd.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R050026,Axinite-(Fe),514,Processed,Axinite-(Fe)__R050026-3__Raman__514__0-000__depolarized__Raman_Data_Processed__2922f72242cba84201b25b61f5af.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R050061,Axinite-(Fe),514,Processed,Axinite-(Fe)__R050061-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bbeb13b5c343b8f293a24b2ee142.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R060183,Axinite-(Fe),514,Processed,Axinite-(Fe)__R060183-3__Raman__514__0-000__depolarized__Raman_Data_Processed__4999cd2732e2c4af1f3dc11a86a5.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R060194,Axinite-(Fe),514,Processed,Axinite-(Fe)__R060194-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1222b6569bad5b0016e820d72924.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R060558,Axinite-(Fe),514,Processed,Axinite-(Fe)__R060558-3__Raman__514__0-000__depolarized__Raman_Data_Processed__dcd240cd13e1c06b88b07aaeb0bb.txt,True,Silicate,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Fe^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Fe2Al4[B2Si8O30](OH)2,Ca2Al2FeSi4BHO16,False,False,False,False,False,True,True,7.0,2.0028571428571427,25.544054085714286,3.9301,3.9301,3.9301,1.0,False,1.0,-3.139832154455062,-3.139832154455062,1.0,wide_gap_insulator
R050299,Axinite-(Mn),532,Processed,Axinite-(Mn)__R050299__Broad_Scan__532__0__unoriented__Raman_Data_Processed__83301ef768fb58d47c7a179b259a.txt,True,Silicate,Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Mn2Al4[B2Si8O30](OH)2,Ca2MnAl2Si4BHO16,False,False,False,False,False,True,True,7.0,1.9628571428571426,25.414489085714287,,,,,,,,,,
R061121,Axinite-(Mn),532,Processed,Axinite-(Mn)__R061121__Raman__532______Raman_Data_Processed__555e213dff23c50ece121f4a1bd9.txt,True,Silicate,Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca_4_Mn^2+^_2_Al_4_[B_2_Si_8_O_30_](OH)_2_,Ca4Mn2Al4[B2Si8O30](OH)2,Ca2MnAl2Si4BHO16,False,False,False,False,False,True,True,7.0,1.9628571428571426,25.414489085714287,,,,,,,,,,
R050497,Azurite,514,Processed,Azurite__R050497-3__Raman__514__0-000__depolarized__Raman_Data_Processed__995c5c814afde9f9c5664eb384cd.txt,True,Carbonate,Cu_3_(CO_3_)_2_(OH)_2_,Cu_3_(CO_3_)_2_(OH)_2_,Cu3(CO3)2(OH)2,Cu3H2(CO4)2,False,False,False,False,False,True,True,4.0,2.5225,23.14101,0.3457500000000001,0.1766000000000001,0.5149000000000001,2.0,False,2.0,-1.3653871234826664,-1.3660110189826669,2.0,narrow_gap
R050638,Azurite,514,Processed,Azurite__R050638-3__Raman__514__0-000__depolarized__Raman_Data_Processed__5136b70a9eb8df5cf19a12426fd2.txt,True,Carbonate,Cu_3_(CO_3_)_2_(OH)_2_,Cu_3_(CO_3_)_2_(OH)_2_,Cu3(CO3)2(OH)2,Cu3H2(CO4)2,False,False,False,False,False,True,True,4.0,2.5225,23.14101,0.3457500000000001,0.1766000000000001,0.5149000000000001,2.0,False,2.0,-1.3653871234826664,-1.3660110189826669,2.0,narrow_gap
R060083,Babingtonite,780,Processed,Babingtonite__R060083__Broad_Scan__780__0__unoriented__Raman_Data_Processed__1947c9fbc8626f8665541fcdc772.txt,True,Silicate,Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca2FeFeSi5O14(OH),Ca2Fe2Si5HO15,False,False,False,False,False,True,True,5.0,2.0740000000000003,28.203167999999998,1.6304000000000003,1.6304000000000003,1.6304000000000003,1.0,False,1.0,-2.9789853802948003,-2.9789853802948003,1.0,semiconductor
R060084,Babingtonite,532,Processed,Babingtonite__R060084__Broad_Scan__532__0__unoriented__Raman_Data_Processed__87cb3a9eedff3963bb9e5a9ccd3a.txt,True,Silicate,Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca2FeFeSi5O14(OH),Ca2Fe2Si5HO15,False,False,False,False,False,True,True,5.0,2.0740000000000003,28.203167999999998,1.6304000000000003,1.6304000000000003,1.6304000000000003,1.0,False,1.0,-2.9789853802948003,-2.9789853802948003,1.0,semiconductor
R060093,Babingtonite,532,Processed,Babingtonite__R060093__Broad_Scan__532__0__unoriented__Raman_Data_Processed__009c5548a1334776e9996c12fe3a.txt,True,Silicate,Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca_2_Fe^2+^Fe^3+^Si_5_O_14_(OH),Ca2FeFeSi5O14(OH),Ca2Fe2Si5HO15,False,False,False,False,False,True,True,5.0,2.0740000000000003,28.203167999999998,1.6304000000000003,1.6304000000000003,1.6304000000000003,1.0,False,1.0,-2.9789853802948003,-2.9789853802948003,1.0,semiconductor
R060016,Baddeleyite,514,Processed,Baddeleyite__R060016-3__Raman__514__0-000__depolarized__Raman_Data_Processed__4f65989dbea433673b58166746dd.txt,True,Oxide,ZrO_2_,ZrO_2_,ZrO2,ZrO2,False,False,False,False,False,True,True,2.0,2.385,53.6117,3.58275,2.8574,4.2234,18.0,False,18.0,-3.781201785555557,-3.833219812500001,19.0,wide_gap_insulator
R060078,Baddeleyite,514,Processed,Baddeleyite__R060078-3__Raman__514__0-000__depolarized__Raman_Data_Processed__84b407d7c19e066adb1d7943d6f9.txt,True,Oxide,ZrO_2_,ZrO_2_,ZrO2,ZrO2,False,False,False,False,False,True,True,2.0,2.385,53.6117,3.58275,2.8574,4.2234,18.0,False,18.0,-3.781201785555557,-3.833219812500001,19.0,wide_gap_insulator
R050627,Bahianite,532,Processed,Bahianite__R050627__Broad_Scan__532__0__unoriented__Raman_Data_Processed__233f27f2827fdffdf8cb1b0d588c.txt,True,Oxide,Al_5_Sb^5+^_3_O_14_(OH)_2_,Al_5_Sb^5+^_3_O_14_(OH)_2_,Al5Sb3O14(OH)2,Al5Sb3(HO8)2,False,False,False,False,False,True,True,4.0,2.325,41.43721965,,,,,,,,,,
R250025,Bairdite,532,Processed,Bairdite__R250025__Raman__532______Raman_Data_Processed__870e51206372c057e62cbaa43f0f.txt,True,Sulfate,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(SO_4_)·H_2_O,Pb_2_Cu^2+^_4_Te^6+^_2_O_10_(OH)_2_(SO_4_)·H_2_O,Pb2Cu4Te2O10(OH)2(SO4)H2O,Cu4Te2H4Pb2SO17,False,False,False,False,True,True,True,6.0,2.425,74.56972333333333,,,,,,,,,,
R050423,Bakerite,532,Processed,Bakerite__R050423__Broad_Scan__532__0__unoriented__Raman_Data_Processed__92ebabe8e31db60949d87419202d.txt,True,Silicate,Ca_4_B_5_(SiO_4_)_3_(O_3_(OH)_5_),Ca_4_B_5_(SiO_4_)_3_(O_3_(OH)_5_),Ca4B5(SiO4)3(O3(OH)5),Ca4Si3B5(HO4)5,False,False,False,False,False,True,True,5.0,2.1159999999999997,19.196368,5.4552,5.4552,5.4552,1.0,False,1.0,-2.861634383822522,-2.861634383822522,1.0,wide_gap_insulator
R060244,Balangeroite,532,Processed,Balangeroite__R060244__Raman__532______Raman_Data_Processed__aa7dd2fed49d8d0f662e27438a1a.txt,True,Silicate,Mg_21_Si_8_O_27_(OH)_20_,Mg_21_Si_8_O_27_(OH)_20_,Mg21Si8O27(OH)20,Mg21Si8H20O47,False,False,False,False,False,True,True,4.0,2.2125000000000004,17.34946,,,,,,,,,,
R060817,Bannisterite,532,Processed,Bannisterite__R060817__Raman__532______Raman_Data_Processed__2f63e9aef33f1dcd9f40cdb3b8e8.txt,True,Silicate,"(Ca,K,Na)(Mn^2+^,Fe^2+^)_10_(Si,Al)_16_O_38_(OH)_8_·nH_2_O","(Ca,K,Na)(Mn^2+^,Fe^2+^)_10_(Si,Al)_16_O_38_(OH)_8_·nH_2_O","(Ca,K,Na)(Mn,Fe)10(Si,Al)16O38(OH)8nH2O","(Ca,K,Na)(Mn,Fe)10(Si,Al)16O38(OH)8nH2O",False,True,False,False,True,False,False,13.0,,,,,,,,,,,,
R060251,Baotite,532,Processed,Baotite__R060251__Broad_Scan__532__0__unoriented__Raman_Data_Processed__db74ab31051854faf994919656ef.txt,True,Silicate,"Ba_4_(Ti,Nb,W)_8_O_16_(SiO_3_)_4_Cl","Ba_4_(Ti,Nb,W)_8_O_16_(SiO_3_)_4_Cl","Ba4(Ti,Nb,W)8O16(SiO3)4Cl",Ba48Si4ClO28,False,True,False,False,False,True,False,4.0,2.3475,54.216225,,,,,,,,,,
R060414,Baotite,532,Processed,Baotite__R060414__Raman__532______Raman_Data_Processed__ff79204fb7c15e9fe4ae1b35e541.txt,True,Silicate,"Ba_4_(Ti,Nb,W)_8_O_16_(SiO_3_)_4_Cl","Ba_4_(Ti,Nb,W)_8_O_16_(SiO_3_)_4_Cl","Ba4(Ti,Nb,W)8O16(SiO3)4Cl",Ba48Si4ClO28,False,True,False,False,False,True,False,4.0,2.3475,54.216225,,,,,,,,,,
R060614,Bario-olgite,532,Processed,Bario-olgite__R060614__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c39ff473a697eb9f25ffc74a5845.txt,True,Phosphate,"Na(Na,Sr,Ce)_2_Ba(PO_4_)_2_","Na(Na,Sr,Ce)_2_Ba(PO_4_)_2_","Na(Na,Sr,Ce)2Ba(PO4)2",BaNa2(PO4)2,False,True,False,False,False,True,False,4.0,1.8624999999999998,51.82248282,,,,,,,,,,
R050135,Barrerite,514,Processed,Barrerite__R050135-3__Raman__514__0-000__depolarized__Raman_Data_Processed__67c265dba6c9c7ddfa887cd3c5ee.txt,True,Silicate,Na_2_(Si_7_Al_2_)O_18_·6H_2_O,Na_2_(Si_7_Al_2_)O_18_·6H_2_O,Na2(Si7Al2)O186H2O,Na2Al2Si7H2O187,False,False,False,False,True,True,True,5.0,2.0160000000000005,19.012829576,,,,,,,,,,
R050002,Barysilite,514,Processed,Barysilite__R050002-3__Raman__514__0-000__depolarized__Raman_Data_Processed__55ba7a37ea924248d9009afad110.txt,True,Silicate,Pb_8_Mn(Si_2_O_7_)_3_,Pb_8_Mn(Si_2_O_7_)_3_,Pb8Mn(Si2O7)3,MnSi6Pb8O21,False,False,False,False,False,True,True,4.0,2.3049999999999997,76.55573625,3.2441000000000004,3.2441000000000004,3.2441000000000004,1.0,False,1.0,-2.4728947440891664,-2.4728947440891664,1.0,wide_gap_insulator
R040036,Baryte,514,Processed,Baryte__R040036-3__Raman__514__0-000__depolarized__Raman_Data_Processed__40bb75ca498e87330f52141a844d.txt,True,Sulfate,Ba(SO_4_),Ba(SO_4_),Ba(SO4),BaSO4,False,False,False,False,False,True,True,3.0,2.3033333333333332,61.797133333333335,5.800800000000001,4.5086,5.950699999999999,3.0,False,3.0,-2.7866411331770826,-2.83409122234375,3.0,wide_gap_insulator
R050335,Baryte,514,Processed,Baryte__R050335-3__Raman__514__0-000__depolarized__Raman_Data_Processed__9a940c162dd3a10d9a8450bb2f20.txt,True,Sulfate,Ba(SO_4_),Ba(SO_4_),Ba(SO4),BaSO4,False,False,False,False,False,True,True,3.0,2.3033333333333332,61.797133333333335,5.800800000000001,4.5086,5.950699999999999,3.0,False,3.0,-2.7866411331770826,-2.83409122234375,3.0,wide_gap_insulator
R050342,Baryte,514,Processed,Baryte__R050342-3__Raman__514__0-000__depolarized__Raman_Data_Processed__3d534429df23f62bb65d32feee5f.txt,True,Sulfate,Ba(SO_4_),Ba(SO_4_),Ba(SO4),BaSO4,False,False,False,False,False,True,True,3.0,2.3033333333333332,61.797133333333335,5.800800000000001,4.5086,5.950699999999999,3.0,False,3.0,-2.7866411331770826,-2.83409122234375,3.0,wide_gap_insulator
R050375,Baryte,514,Processed,Baryte__R050375-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a4c320deb0425100504ef53b835c.txt,True,Sulfate,Ba(SO_4_),Ba(SO_4_),Ba(SO4),BaSO4,False,False,False,False,False,True,True,3.0,2.3033333333333332,61.797133333333335,5.800800000000001,4.5086,5.950699999999999,3.0,False,3.0,-2.7866411331770826,-2.83409122234375,3.0,wide_gap_insulator
R050288,Barytocalcite,514,Processed,Barytocalcite__R050288__Raman__514______Raman_Data_Processed__b26649b782653ec24556e085fada.txt,True,Carbonate,BaCa(CO_3_)_2_,BaCa(CO_3_)_2_,BaCa(CO3)2,BaCa(CO3)2,False,False,False,False,False,True,True,4.0,1.9699999999999998,51.353775000000006,4.621899999999999,4.126200000000001,4.687,3.0,False,3.0,-2.6893684835,-2.6920236765,3.0,wide_gap_insulator
R050409,Bastnasite-(Ce),514,Processed,Bastnasite-(Ce)__R050409__Raman__514______Raman_Data_Processed__5dc69e70dd3c1696d20249a1698e.txt,True,Carbonate,Ce(CO_3_)F,Ce(CO_3_)F,Ce(CO3)F,CeCO3F,False,False,False,False,False,True,True,4.0,2.7725,46.78112580000001,0.1712000000000006,0.1712000000000006,0.1712000000000006,1.0,False,1.0,-3.04260863922611,-3.04260863922611,1.0,narrow_gap
R060359,Bastnasite-(Ce),532,Processed,Bastnasite-(Ce)__R060359__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6378af0302f5b4f84b0cbe69ffc8.txt,True,Carbonate,Ce(CO_3_)F,Ce(CO_3_)F,Ce(CO3)F,CeCO3F,False,False,False,False,False,True,True,4.0,2.7725,46.78112580000001,0.1712000000000006,0.1712000000000006,0.1712000000000006,1.0,False,1.0,-3.04260863922611,-3.04260863922611,1.0,narrow_gap
R060550,Bastnasite-(Ce),532,Processed,Bastnasite-(Ce)__R060550__Broad_Scan__532__0__unoriented__Raman_Data_Processed__20bef1c8e2aee483d4dee49afbbc.txt,True,Carbonate,Ce(CO_3_)F,Ce(CO_3_)F,Ce(CO3)F,CeCO3F,False,False,False,False,False,True,True,4.0,2.7725,46.78112580000001,0.1712000000000006,0.1712000000000006,0.1712000000000006,1.0,False,1.0,-3.04260863922611,-3.04260863922611,1.0,narrow_gap
R060629,Bastnasite-(Ce),532,Processed,Bastnasite-(Ce)__R060629__Raman__532______Raman_Data_Processed__93d3b698486e3c5f88b84c8eb8c9.txt,True,Carbonate,Ce(CO_3_)F,Ce(CO_3_)F,Ce(CO3)F,CeCO3F,False,False,False,False,False,True,True,4.0,2.7725,46.78112580000001,0.1712000000000006,0.1712000000000006,0.1712000000000006,1.0,False,1.0,-3.04260863922611,-3.04260863922611,1.0,narrow_gap
R060737,Bastnasite-(Ce),532,Processed,Bastnasite-(Ce)__R060737__Raman__532______Raman_Data_Processed__610b13a18046358ddad21c08776a.txt,True,Carbonate,Ce(CO_3_)F,Ce(CO_3_)F,Ce(CO3)F,CeCO3F,False,False,False,False,False,True,True,4.0,2.7725,46.78112580000001,0.1712000000000006,0.1712000000000006,0.1712000000000006,1.0,False,1.0,-3.04260863922611,-3.04260863922611,1.0,narrow_gap
R050429,Baumhauerite,532,Processed,Baumhauerite__R050429__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1a7cbbfb458f5bfaeca6e84e8565.txt,True,Sulfide,Pb_12_As_16_S_36_,Pb_12_As_16_S_36_,Pb12As16S36,As4(PbS3)3,False,False,False,False,False,True,True,3.0,2.3633333333333333,104.72886666666666,,,,,,,,,,
R060128,Bavenite,532,Processed,Bavenite__R060128__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b61f7614385b7d226d94dede2cad.txt,True,Silicate,Ca_4_Be_2+x_Al_2-x_Si_9_O_26-x_(OH)_2+x_ (x = 0 to 1),Ca_4_Be_2+x_Al_2-x_Si_9_O_26-x_(OH)_2+x_ (x = 0 to 1),Ca4Be2+xAl2-xSi9O26-x(OH)2+x(x=0to1),Ca4Be2+xAl2-xSi9O26-x(OH)2+x(x=0to1),False,False,False,False,False,False,False,15.0,,,,,,,,,,,,
R050670,Bayldonite,532,Processed,Bayldonite__R050670__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fe07c1ac5bfe06b9598ae9be9159.txt,True,Oxide,Cu_3_PbO(AsO_3_OH)_2_(OH)_2_,Cu_3_PbO(AsO_3_OH)_2_(OH)_2_,Cu3PbO(AsO3OH)2(OH)2,Cu3As2H4PbO11,False,False,False,False,False,True,True,5.0,2.41,72.534988,,,,,,,,,,
R060400,Beaverite-(Cu),532,Processed,Beaverite-(Cu)__R060400__Raman__532______Raman_Data_Processed__14cf3e1efc5a71ce7d16e93cc5d8.txt,True,Sulfate,Pb(Fe^3+^_2_Cu)(SO_4_)_2_(OH)_6_,Pb(Fe^3+^_2_Cu)(SO_4_)_2_(OH)_6_,Pb(Fe2Cu)(SO4)2(OH)6,Fe2CuH6Pb(SO7)2,False,False,False,False,False,True,True,6.0,2.3800000000000003,62.61055666666666,,,,,,,,,,
R250026,Belakovskiite,785,Processed,Belakovskiite__R250026__Raman__785______Raman_Data_Processed__6a6186c5de53d80e453815cd083c.txt,True,Sulfate,Na_7_(UO_2_)(SO_4_)_4_(SO_3_OH)(H_2_O)_3_,Na_7_(UO_2_)(SO_4_)_4_(SO_3_OH)(H_2_O)_3_,Na7(UO2)(SO4)4(SO3OH)(H2O)3,Na7UH7(SO5)5,False,False,False,False,False,True,True,5.0,2.1060000000000003,62.018203856,,,,,,,,,,
R050607,Bellingerite,532,Processed,Bellingerite__R050607__Broad_Scan__532__0__unoriented__Raman_Data_Processed__7ddf91fde4788bef89f0217f7bdb.txt,True,Halide,Cu_3_(IO_3_)_6_·2H_2_O,Cu_3_(IO_3_)_6_·2H_2_O,Cu3(IO3)62H2O,Cu3H2I62O187,False,False,False,False,True,True,True,4.0,2.55,51.8644525,,,,,,,,,,
R050320,Benitoite,514,Processed,Benitoite__R050320__Raman__514______Raman_Data_Processed__d73727997b10d634403ead836151.txt,True,Silicate,BaTiSi_3_O_9_,BaTiSi_3_O_9_,BaTiSi3O9,BaTi(SiO3)3,False,False,False,False,False,True,True,4.0,1.9425,57.319725,3.0695500000000004,3.0637000000000003,3.0754,2.0,False,2.0,-3.401511337827382,-3.40189852092262,2.0,wide_gap_insulator
R050332,Benitoite,780,Processed,Benitoite__R050332__Broad_Scan__780__0__unoriented__Raman_Data_Processed__ad05dcf5ce50c37dd58174849028.txt,True,Silicate,BaTiSi_3_O_9_,BaTiSi_3_O_9_,BaTiSi3O9,BaTi(SiO3)3,False,False,False,False,False,True,True,4.0,1.9425,57.319725,3.0695500000000004,3.0637000000000003,3.0754,2.0,False,2.0,-3.401511337827382,-3.40189852092262,2.0,wide_gap_insulator
R050484,Benstonite,532,Processed,Benstonite__R050484__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cd43e368c771f07a7d4e5afd2f00.txt,True,Carbonate,Ba_6_Ca_6_Mg(CO_3_)_13_,Ba_6_Ca_6_Mg(CO_3_)_13_,Ba6Ca6Mg(CO3)13,Ba6Ca6Mg(CO3)13,False,False,False,False,False,True,True,5.0,1.8379999999999999,45.94402000000001,4.5986,4.5986,4.5986,1.0,False,1.0,-2.669176089576923,-2.669176089576923,1.0,wide_gap_insulator
R060464,Beraunite,532,Processed,Beraunite__R060464__Raman__532______Raman_Data_Processed__04d426508c5c9fa2311915f80bb0.txt,True,Phosphate,Fe^3+^_6_(PO_4_)_4_O(OH)_4_·6H_2_O,Fe^3+^_6_(PO_4_)_4_O(OH)_4_·6H_2_O,Fe6(PO4)4O(OH)46H2O,Fe3P2(H3O4)8,False,False,False,False,True,True,True,4.0,2.415,25.956525499999998,,,,,,,,,,
R060696,Beraunite,532,Processed,Beraunite__R060696__Raman__532______Raman_Data_Processed__4ce31824d04f00e480e2530c73e2.txt,True,Phosphate,Fe^3+^_6_(PO_4_)_4_O(OH)_4_·6H_2_O,Fe^3+^_6_(PO_4_)_4_O(OH)_4_·6H_2_O,Fe6(PO4)4O(OH)46H2O,Fe3P2(H3O4)8,False,False,False,False,True,True,True,4.0,2.415,25.956525499999998,,,,,,,,,,
R240003,Berndlehmannite,523,Processed,Berndlehmannite__R240003-1__Raman__523____unoriented__Raman_Data_Processed__1412153a6a8ae0e03a4d26de026e.txt,True,Sulfide,Cu(CrV)S_4_,Cu(CrV)S_4_,Cu(CrV)S4,VCrCuS4,False,False,False,False,False,True,True,4.0,1.9425,49.63715,0.0,0.0,0.0,1.0,True,1.0,-1.078385896607143,-1.078385896607143,1.0,metal_like
R070177,Berthierite,785,Processed,Berthierite__R070177__Broad_Scan__785__0__unoriented__Raman_Data_Processed__b714358555286c774efd0db33f05.txt,True,Sulfide,FeSb_2_S_4_,FeSb_2_S_4_,FeSb2S4,Fe(SbS2)2,False,False,False,False,False,True,True,3.0,2.1533333333333333,69.89,0.0,0.0,0.0,1.0,True,1.0,-0.5838902594642862,-0.5838902594642862,1.0,metal_like
R060299,Beryllonite,532,Processed,Beryllonite__R060299__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bd7a92df2488b96b8643840b5097.txt,True,Phosphate,NaBe(PO_4_),NaBe(PO_4_),NaBe(PO4),NaBePO4,False,False,False,False,False,True,True,4.0,2.0324999999999998,19.74377832,5.5745000000000005,5.5745000000000005,5.5745000000000005,1.0,False,1.0,-2.8807704845918374,-2.8807704845918374,1.0,wide_gap_insulator
R060552,Beryllonite,532,Processed,Beryllonite__R060552__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e05fb88f0386639ac75018470337.txt,True,Phosphate,NaBe(PO_4_),NaBe(PO_4_),NaBe(PO4),NaBePO4,False,False,False,False,False,True,True,4.0,2.0324999999999998,19.74377832,5.5745000000000005,5.5745000000000005,5.5745000000000005,1.0,False,1.0,-2.8807704845918374,-2.8807704845918374,1.0,wide_gap_insulator
R070249,Beryllonite,532,Processed,Beryllonite__R070249__Raman__532______Raman_Data_Processed__ecee1ffbe1df6dd0fac8655da042.txt,True,Phosphate,NaBe(PO_4_),NaBe(PO_4_),NaBe(PO4),NaBePO4,False,False,False,False,False,True,True,4.0,2.0324999999999998,19.74377832,5.5745000000000005,5.5745000000000005,5.5745000000000005,1.0,False,1.0,-2.8807704845918374,-2.8807704845918374,1.0,wide_gap_insulator
R040002,Beryl,514,Processed,Beryl__R040002-3__Raman__514__0-000__depolarized__Raman_Data_Processed__61d5fb12a8ca0cf68fdd9f8011c5.txt,True,Silicate,Be_3_Al_2_Si_6_O_18_,Be_3_Al_2_Si_6_O_18_,Be3Al2Si6O18,Be3Al2(SiO3)6,False,False,False,False,False,True,True,4.0,2.13,20.01965515,5.319500000000001,5.319500000000001,5.319500000000001,1.0,False,1.0,-3.2837297816379314,-3.2837297816379314,1.0,wide_gap_insulator
R050065,Beryl,514,Processed,Beryl__R050065-3__Raman__514__0-000__depolarized__Raman_Data_Processed__ba276bb13eb2331ca47146c37f13.txt,True,Silicate,Be_3_Al_2_Si_6_O_18_,Be_3_Al_2_Si_6_O_18_,Be3Al2Si6O18,Be3Al2(SiO3)6,False,False,False,False,False,True,True,4.0,2.13,20.01965515,5.319500000000001,5.319500000000001,5.319500000000001,1.0,False,1.0,-3.2837297816379314,-3.2837297816379314,1.0,wide_gap_insulator
R050120,Beryl,514,Processed,Beryl__R050120-3__Raman__514__0-000__depolarized__Raman_Data_Processed__e3643e4d8d3d4efc079dc461b744.txt,True,Silicate,Be_3_Al_2_Si_6_O_18_,Be_3_Al_2_Si_6_O_18_,Be3Al2Si6O18,Be3Al2(SiO3)6,False,False,False,False,False,True,True,4.0,2.13,20.01965515,5.319500000000001,5.319500000000001,5.319500000000001,1.0,False,1.0,-3.2837297816379314,-3.2837297816379314,1.0,wide_gap_insulator
R050121,Beryl,514,Processed,Beryl__R050121-3__Raman__514__0-000__depolarized__Raman_Data_Processed__8e54c43b73276b4b56a4032453e2.txt,True,Silicate,Be_3_Al_2_Si_6_O_18_,Be_3_Al_2_Si_6_O_18_,Be3Al2Si6O18,Be3Al2(SiO3)6,False,False,False,False,False,True,True,4.0,2.13,20.01965515,5.319500000000001,5.319500000000001,5.319500000000001,1.0,False,1.0,-3.2837297816379314,-3.2837297816379314,1.0,wide_gap_insulator
R050305,Beryl,514,Processed,Beryl__R050305-3__Raman__514__0-000__depolarized__Raman_Data_Processed__ed36478e06b6968973a910e09d74.txt,True,Silicate,Be_3_Al_2_Si_6_O_18_,Be_3_Al_2_Si_6_O_18_,Be3Al2Si6O18,Be3Al2(SiO3)6,False,False,False,False,False,True,True,4.0,2.13,20.01965515,5.319500000000001,5.319500000000001,5.319500000000001,1.0,False,1.0,-3.2837297816379314,-3.2837297816379314,1.0,wide_gap_insulator
