rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,original_formula,display_formula_clean,normalized_formula,reduced_formula,has_vacancy_symbol,has_mixed_occupancy,has_variable_formula,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,n_elements,avg_electronegativity,avg_atomic_mass,band_gap_eV,band_gap_min_eV,band_gap_max_eV,band_gap_match_count,is_metal,is_metal_match_count,formation_energy,formation_energy_min,formation_energy_match_count,band_gap_class
R040073,Chrysoberyl,514,Processed,Chrysoberyl__R040073-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a708415455cc6d85f7c4a437e849.txt,True,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
R080110,Chrysoberyl,780,Processed,Chrysoberyl__R080110__Broad_Scan__780__0__unoriented__Raman_Data_Processed__05e8fa9567224bffe6f3c811c950.txt,False,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
R100130,Chrysoberyl,532,Processed,Chrysoberyl__R100130__Raman__532______Raman_Data_Processed__93dcf66c556de8ee9b6dc8644a0f.txt,False,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
R110103,Chrysoberyl,532,Processed,Chrysoberyl__R110103__Raman__532______Raman_Data_Processed__d4fcd849d4bb9f214d6db827e527.txt,False,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
R110114,Chrysoberyl,532,Processed,Chrysoberyl__R110114__Raman__532______Raman_Data_Processed__07331cf702932d134960119ec31b.txt,False,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
,Chrysoberyl,780,Processed,Chrysoberyl__X080002__Broad_Scan__780__0__unoriented__Raman_Data_Processed__5da0c24eda6f93a1363fac4eda8a.txt,False,Oxide,BeAl_2_O_4_,BeAl_2_O_4_,BeAl2O4,BeAl2O4,False,False,False,False,False,True,True,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,1.0,-3.367522660357142,-3.367522660357142,1.0,wide_gap_insulator
R070088,Chrysotile,785,Processed,Chrysotile__R070088__Broad_Scan__785__0__unoriented__Raman_Data_Processed__d23b671e33c8823052034b7d6a8a.txt,True,Silicate,Mg_3_Si_2_O_5_(OH)_4_,Mg_3_Si_2_O_5_(OH)_4_,Mg3Si2O5(OH)4,Mg3Si2H4O9,False,False,False,False,False,True,True,4.0,2.2125000000000004,17.34946,4.24615,4.2447,4.2476,2.0,False,2.0,-2.6370936587905556,-2.637224290040555,2.0,wide_gap_insulator
R070355,Chrysotile,785,Processed,Chrysotile__R070355__Broad_Scan__785__0__unoriented__Raman_Data_Processed__2fa61ede17fcd60f954d37143c19.txt,False,Silicate,Mg_3_Si_2_O_5_(OH)_4_,Mg_3_Si_2_O_5_(OH)_4_,Mg3Si2O5(OH)4,Mg3Si2H4O9,False,False,False,False,False,True,True,4.0,2.2125000000000004,17.34946,4.24615,4.2447,4.2476,2.0,False,2.0,-2.6370936587905556,-2.637224290040555,2.0,wide_gap_insulator
R050072,Cinnabar,514,Processed,Cinnabar__R050072__Raman__514______Raman_Data_Processed__0c8dc3ab85a3caf7737aa0da98aa.txt,True,Sulfide,HgS,HgS,HgS,HgS,False,False,False,False,False,True,True,2.0,2.29,116.3275,0.84315,0.0,1.7068,4.0,False,4.0,-0.45614442203125,-0.4641677720312498,5.0,narrow_gap
R070532,Cinnabar,532,Processed,Cinnabar__R070532__Raman__532______Raman_Data_Processed__d833f4cf96198ddf801bdfe56ad2.txt,False,Sulfide,HgS,HgS,HgS,HgS,False,False,False,False,False,True,True,2.0,2.29,116.3275,0.84315,0.0,1.7068,4.0,False,4.0,-0.45614442203125,-0.4641677720312498,5.0,narrow_gap
R050313,Claudetite,780,Processed,Claudetite__R050313__Broad_Scan__780__0__unoriented__Raman_Data_Processed__f77c3c0774adae1e66cfc141936b.txt,True,Oxide,As_2_O_3_,As_2_O_3_,As2O3,As2O3,False,False,False,False,False,True,True,2.0,2.81,45.460499999999996,3.5780000000000003,3.0394,4.0252,8.0,False,8.0,-1.6313743887500003,-1.6410440657499996,9.0,wide_gap_insulator
R070169,Clausthalite,532,Processed,Clausthalite__R070169__Broad_Scan__532__0__unoriented__Raman_Data_Processed__da901f52fcff5bad2304a18ef342.txt,False,Telluride/Selenide,PbSe,PbSe,PbSe,PbSe,False,False,False,False,False,True,True,2.0,2.44,143.07999999999998,1.13105,0.431,1.6025,4.0,False,4.0,-0.4879826192968748,-0.5631782042968752,5.0,narrow_gap
R070407,Cliffordite,532,Processed,Cliffordite__R070407__Raman__532______Raman_Data_Processed__e56587016f4b5357bae318310024.txt,False,Oxide,UTe^4+^_3_O_9_,UTe^4+^_3_O_9_,UTe3O9,U(TeO3)3,False,False,False,False,False,True,True,3.0,2.3066666666666666,127.20943666666666,1.7300000000000004,1.7300000000000004,1.7300000000000004,1.0,False,1.0,-2.152624447019231,-2.152624447019231,1.0,semiconductor
R061066,Clinoatacamite,532,Processed,Clinoatacamite__R061066__Raman__532______Raman_Data_Processed__a330d583120fc70e4e8b1bd70890.txt,False,Halide,Cu_2_Cl(OH)_3_,Cu_2_Cl(OH)_3_,Cu2Cl(OH)3,Cu2H3ClO3,False,False,False,False,False,True,True,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,6.0,-1.1174360979577784,-1.1198919810133343,6.0,metal_like
R090062,Clinoatacamite,532,Processed,Clinoatacamite__R090062__Raman__532______Raman_Data_Processed__88a6a7b41b775e33821b5b936b82.txt,False,Halide,Cu_2_Cl(OH)_3_,Cu_2_Cl(OH)_3_,Cu2Cl(OH)3,Cu2H3ClO3,False,False,False,False,False,True,True,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,6.0,-1.1174360979577784,-1.1198919810133343,6.0,metal_like
R100198,Clinoatacamite,532,Processed,Clinoatacamite__R100198__Raman__532______Raman_Data_Processed__cbc105d755d15f64bd786304a02e.txt,False,Halide,Cu_2_Cl(OH)_3_,Cu_2_Cl(OH)_3_,Cu2Cl(OH)3,Cu2H3ClO3,False,False,False,False,False,True,True,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,6.0,-1.1174360979577784,-1.1198919810133343,6.0,metal_like
R141083,Clinoatacamite,532,Processed,Clinoatacamite__R141083__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2904a8bd7d0c18dfa9d084d90ed9.txt,False,Halide,Cu_2_Cl(OH)_3_,Cu_2_Cl(OH)_3_,Cu2Cl(OH)3,Cu2H3ClO3,False,False,False,False,False,True,True,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,6.0,-1.1174360979577784,-1.1198919810133343,6.0,metal_like
R070401,Clinobisvanite,532,Processed,Clinobisvanite__R070401__Raman__532______Raman_Data_Processed__ecd9ba1b830d86b66378af3e5835.txt,False,Oxide,Bi(VO_4_),Bi(VO_4_),Bi(VO4),VBiO4,False,False,False,False,False,True,True,3.0,2.3633333333333333,91.97376666666666,2.66915,2.2590000000000003,3.4014,6.0,False,6.0,-2.144801502708333,-2.163708535,6.0,semiconductor
R070385,Clinocervantite,532,Processed,Clinocervantite__R070385__Raman__532______Raman_Data_Processed__835cf03f1e2959d5b59603709bbf.txt,False,Oxide,Sb^3+^Sb^5+^O_4_,Sb^3+^Sb^5+^O_4_,SbSbO4,SbO2,False,False,False,False,False,True,True,2.0,2.745,68.8797,1.8943499999999993,0.8367000000000004,2.4357999999999995,6.0,False,6.0,-1.680412058333334,-1.8544549725,21.0,semiconductor
R110125,Clinochalcomenite,532,Processed,Clinochalcomenite__R110125__Broad_Scan__532__0__unoriented__Raman_Data_Processed__58ad6071b106a3096d00f94b811e.txt,False,Halide,CuSe^4+^O_3_(H_2_O)_2_,CuSe^4+^O_3_(H_2_O)_2_,CuSeO3(H2O)2,CuH4SeO5,False,False,False,False,False,True,True,4.0,2.5225,39.878335,0.0,0.0,0.0,1.0,True,1.0,-1.2488529949385232,-1.2488529949385232,1.0,metal_like
R070276,Clinoenstatite,514,Processed,Clinoenstatite__R070276-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d4323ede5961c22aef8b04c7dcf0.txt,False,Silicate,Mg_2_Si_2_O_6_,Mg_2_Si_2_O_6_,Mg2Si2O6,MgSiO3,False,False,False,False,False,True,True,3.0,2.216666666666667,22.796633333333332,4.587199999999999,3.7809,5.7928,25.0,False,25.0,-3.1565858669375007,-3.2446531992500014,36.0,wide_gap_insulator
R070225,Clinofergusonite-(Ce),532,Processed,Clinofergusonite-(Ce)__R070225__Raman__532______Raman_Data_Processed__c137e7dc9cff70c8c11f13a4e3bb.txt,False,Oxide,CeNbO_4_,CeNbO_4_,CeNbO4,CeNbO4,False,False,False,False,False,True,True,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,2.0,-3.4666307220238095,-3.4694467320238096,2.0,metal_like
R070300,Clinofergusonite-(Ce),532,RAW,Clinofergusonite-(Ce)__R070300__Broad_Scan__532__0__unoriented__Raman_Data_Raw__8e51f567fef6cfeb1c53d79a36d4.txt,False,Oxide,CeNbO_4_,CeNbO_4_,CeNbO4,CeNbO4,False,False,False,False,False,True,True,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,2.0,-3.4666307220238095,-3.4694467320238096,2.0,metal_like
R080102,Clinofergusonite-(Ce),532,Processed,Clinofergusonite-(Ce)__R080102__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3ff049b65f16f2feda0414f66cf6.txt,True,Oxide,CeNbO_4_,CeNbO_4_,CeNbO4,CeNbO4,False,False,False,False,False,True,True,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,2.0,-3.4666307220238095,-3.4694467320238096,2.0,metal_like
R070600,Clinofergusonite-(Y),532,Processed,Clinofergusonite-(Y)__R070600__Raman__532______Raman_Data_Processed__ae81f11f240a291e866390983780.txt,False,Oxide,YNbO_4_,YNbO_4_,YNbO4,YNbO4,False,False,False,False,False,True,True,3.0,2.0866666666666664,65.93721000000001,3.61965,3.5446,3.6947,2.0,False,2.0,-3.5526102153571433,-3.5534953736904757,2.0,wide_gap_insulator
R080103,Clinofergusonite-(Y),532,Processed,Clinofergusonite-(Y)__R080103__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c434c2fb03601101edba1f7955b0.txt,True,Oxide,YNbO_4_,YNbO_4_,YNbO4,YNbO4,False,False,False,False,False,True,True,3.0,2.0866666666666664,65.93721000000001,3.61965,3.5446,3.6947,2.0,False,2.0,-3.5526102153571433,-3.5534953736904757,2.0,wide_gap_insulator
R141085,Clinoferrosilite,532,Processed,Clinoferrosilite__R141085__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f1bc7ad1650fde92fb5fc0f1bb79.txt,False,Silicate,Fe^2+^_2_Si_2_O_6_,Fe^2+^_2_Si_2_O_6_,Fe2Si2O6,FeSiO3,False,False,False,False,False,True,True,3.0,2.39,33.30996666666666,2.7525000000000004,2.6283000000000003,3.0441,4.0,False,4.0,-2.6711525392500004,-2.672559636125,4.0,semiconductor
R050416,Clinohedrite,780,Processed,Clinohedrite__R050416__Broad_Scan__780__0__unoriented__Raman_Data_Processed__07114a75674d7e69ee0f350a24a5.txt,True,Silicate,CaZn(SiO_4_)·H_2_O,CaZn(SiO_4_)·H_2_O,CaZn(SiO4)H2O,CaZnSiH2O5,False,False,False,False,True,True,True,5.0,2.0380000000000003,30.115968000000002,3.64,3.64,3.64,1.0,False,1.0,-2.504080533349,-2.504080533349,1.0,wide_gap_insulator
R120105,Clinohedrite,532,Processed,Clinohedrite__R120105__Broad_Scan__532__0__unoriented__Raman_Data_Processed__07ecbe944bb5602693db15dc0f42.txt,False,Silicate,CaZn(SiO_4_)·H_2_O,CaZn(SiO_4_)·H_2_O,CaZn(SiO4)H2O,CaZnSiH2O5,False,False,False,False,True,True,True,5.0,2.0380000000000003,30.115968000000002,3.64,3.64,3.64,1.0,False,1.0,-2.504080533349,-2.504080533349,1.0,wide_gap_insulator
R130389,Clinosafflorite,532,Processed,Clinosafflorite__R130389__Broad_Scan__532__0__unoriented__Raman_Data_Processed__50892efb8f08e93bd4bac030cd43.txt,False,Mixed/Other,CoAs_2_,CoAs_2_,CoAs2,CoAs2,False,False,False,False,False,True,True,2.0,2.0300000000000002,66.9273975,0.08694999999999985,0.0,0.1738999999999997,2.0,False,2.0,-0.31012308833333313,-0.3201363949999998,2.0,metal_like
R040085,Clinozoisite,514,Processed,Clinozoisite__R040085-3__Raman__514__0-000__depolarized__Raman_Data_Processed__de0f0d39c2a4243bc9af80de4810.txt,True,Silicate,Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,False,False,False,False,False,True,True,5.0,2.03,22.430475719999997,5.036199999999999,5.036199999999999,5.036199999999999,1.0,False,1.0,-3.2939796159031816,-3.2939796159031816,1.0,wide_gap_insulator
R060284,Clinozoisite,514,Processed,Clinozoisite__R060284-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0385ae1fe2614f9f222de0f38a43.txt,True,Silicate,Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,False,False,False,False,False,True,True,5.0,2.03,22.430475719999997,5.036199999999999,5.036199999999999,5.036199999999999,1.0,False,1.0,-3.2939796159031816,-3.2939796159031816,1.0,wide_gap_insulator
R050536,Cobaltaustinite,532,Processed,Cobaltaustinite__R050536__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5cbbf32574460e96ae483c8ad39f.txt,False,Sulfate,CaCo(AsO_4_)(OH),CaCo(AsO_4_)(OH),CaCo(AsO4)(OH),CaCoAsHO5,False,False,False,False,False,True,True,5.0,2.1399999999999997,38.188027,2.0447999999999995,2.0447999999999995,2.0447999999999995,1.0,False,1.0,-2.1082313816522222,-2.1082313816522222,1.0,semiconductor
R060907,Cobaltite,532,Processed,Cobaltite__R060907__Raman__532______Raman_Data_Processed__be2abe3c028d318b30cb2ba5d8fa.txt,True,Sulfide,CoAsS,CoAsS,CoAsS,CoAsS,False,False,False,False,False,True,True,3.0,2.2133333333333334,55.30659833333333,0.4256000000000002,0.0,0.9407000000000004,4.0,False,4.0,-0.6019660913541672,-0.6613071613541663,6.0,narrow_gap
R070372,Cobaltite,785,Processed,Cobaltite__R070372__Broad_Scan__785__0__unoriented__Raman_Data_Processed__c5f9fe1c08d137edf6313b2944b6.txt,True,Sulfide,CoAsS,CoAsS,CoAsS,CoAsS,False,False,False,False,False,True,True,3.0,2.2133333333333334,55.30659833333333,0.4256000000000002,0.0,0.9407000000000004,4.0,False,4.0,-0.6019660913541672,-0.6613071613541663,6.0,narrow_gap
R100119,Cobaltite,532,Processed,Cobaltite__R100119__Raman__532______Raman_Data_Processed__6e6be9786fb496f76d5fb02af467.txt,False,Sulfide,CoAsS,CoAsS,CoAsS,CoAsS,False,False,False,False,False,True,True,3.0,2.2133333333333334,55.30659833333333,0.4256000000000002,0.0,0.9407000000000004,4.0,False,4.0,-0.6019660913541672,-0.6613071613541663,6.0,narrow_gap
R070565,Coesite,532,Processed,Coesite__R070565__Raman__532______Raman_Data_Processed__40c8c1c55040859ffdc7bd2d5f97.txt,False,Mixed/Other,SiO_2_,SiO_2_,SiO2,SiO2,False,False,False,False,False,True,True,2.0,2.67,22.04245,5.6009,4.721699999999999,6.1956,227.0,False,227.0,-3.2669786149999998,-3.2847129075,299.0,wide_gap_insulator
,Coesite,514,RAW,Coesite__X050094__Raman__514______Raman_Data_RAW__5807da96855dc08f6a5e3cb57742.txt,False,Mixed/Other,SiO_2_,SiO_2_,SiO2,SiO2,False,False,False,False,False,True,True,2.0,2.67,22.04245,5.6009,4.721699999999999,6.1956,227.0,False,227.0,-3.2669786149999998,-3.2847129075,299.0,wide_gap_insulator
R100076,Cohenite,532,Processed,Cohenite__R100076__Raman__532______Raman_Data_Processed__b10102279989123fcab02b960684.txt,False,Carbide,CFe_3_,CFe_3_,CFe3,Fe3C,False,False,False,False,False,True,True,2.0,2.19,33.92785,0.0,0.0,0.0,3.0,True,3.0,0.13673972031250065,0.0509777184374993,6.0,metal_like
R050102,Colemanite,514,Processed,Colemanite__R050102-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0f95f61a446fd67b497cbe704e20.txt,True,Borate,CaB_3_O_4_(OH)_3_·H_2_O,CaB_3_O_4_(OH)_3_·H_2_O,CaB3O4(OH)3H2O,CaB3H5O8,False,False,False,False,True,True,True,4.0,2.17,16.974085000000002,5.5609,5.5273,5.5945,2.0,False,2.0,-2.324849966432353,-2.327075686064706,2.0,wide_gap_insulator
R050331,Colemanite,532,Processed,Colemanite__R050331__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6a4dfe4dc19b9dbe1fba95286e01.txt,True,Borate,CaB_3_O_4_(OH)_3_·H_2_O,CaB_3_O_4_(OH)_3_·H_2_O,CaB3O4(OH)3H2O,CaB3H5O8,False,False,False,False,True,True,True,4.0,2.17,16.974085000000002,5.5609,5.5273,5.5945,2.0,False,2.0,-2.324849966432353,-2.327075686064706,2.0,wide_gap_insulator
R150109,Colinowensite,532,Processed,Colinowensite__R150109__Raman__532______Raman_Data_Processed__02149eb47050ef8cd9e18b422e31.txt,False,Silicate,BaCuSi_2_O_6_,BaCuSi_2_O_6_,BaCuSi2O6,BaCu(SiO3)2,False,False,False,False,False,True,True,4.0,2.0324999999999998,61.239475,0.47045000000000003,0.0,0.6074999999999999,6.0,False,6.0,-2.86597306175,-2.8749546027499995,6.0,narrow_gap
R070326,Coloradoite,532,Processed,Coloradoite__R070326__Raman__532______Raman_Data_Processed__cbb5d3630889e11d426edaff8dd1.txt,False,Telluride/Selenide,HgTe,HgTe,HgTe,HgTe,False,False,False,False,False,True,True,2.0,2.05,164.095,0.2789000000000001,0.0,0.4761999999999999,3.0,False,3.0,-0.0156451850000001,-0.16859844,7.0,narrow_gap
R070417,Colquiriite,532,Processed,Colquiriite__R070417__Raman__532______Raman_Data_Processed__2772a4d87efcf5476f559408af46.txt,False,Halide,CaLiAlF_6_,CaLiAlF_6_,CaLiAlF6,LiCaAlF6,False,False,False,False,False,True,True,4.0,1.8925,23.24973545,7.6448,7.6448,7.6448,1.0,False,1.0,-3.8887910196822224,-3.8887910196822224,1.0,wide_gap_insulator
R050348,Columbite-(Fe),514,Processed,Columbite-(Fe)__R050348-3__Raman__514__0-000__depolarized__Raman_Data_Processed__65f2cefad0138c1c1742788189ef.txt,True,Oxide,Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,False,False,False,False,False,True,True,3.0,2.29,54.91692666666666,2.0984,1.9305,2.2509,4.0,False,4.0,-2.742445201309525,-2.782918222976192,4.0,semiconductor
R060001,Columbite-(Fe),514,Processed,Columbite-(Fe)__R060001-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1b4bcf26f44638e536e1366c2cd0.txt,True,Oxide,Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,False,False,False,False,False,True,True,3.0,2.29,54.91692666666666,2.0984,1.9305,2.2509,4.0,False,4.0,-2.742445201309525,-2.782918222976192,4.0,semiconductor
R070161,Columbite-(Fe),532,Processed,Columbite-(Fe)__R070161__Raman__532______Raman_Data_Processed__7e3cee9cb5e568eace561f8ce1d6.txt,True,Oxide,Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,False,False,False,False,False,True,True,3.0,2.29,54.91692666666666,2.0984,1.9305,2.2509,4.0,False,4.0,-2.742445201309525,-2.782918222976192,4.0,semiconductor
R040083,Columbite-(Mn),514,Processed,Columbite-(Mn)__R040083__Raman__514______Raman_Data_Processed__100b71b895d30708489b1e8aa360.txt,True,Oxide,Mn^2+^Nb_2_O_6_,Mn^2+^Nb_2_O_6_,MnNb2O6,MnNb2O6,False,False,False,False,False,True,True,3.0,2.1966666666666668,54.61460833333334,2.5349000000000004,2.5349000000000004,2.5349000000000004,1.0,False,1.0,-2.8710588208606342,-2.8710588208606342,1.0,semiconductor
R050359,Columbite-(Mn),514,Processed,Columbite-(Mn)__R050359__Raman__514______Raman_Data_Processed__c6e138dcb354227f5c9aea468e0d.txt,True,Oxide,Mn^2+^Nb_2_O_6_,Mn^2+^Nb_2_O_6_,MnNb2O6,MnNb2O6,False,False,False,False,False,True,True,3.0,2.1966666666666668,54.61460833333334,2.5349000000000004,2.5349000000000004,2.5349000000000004,1.0,False,1.0,-2.8710588208606342,-2.8710588208606342,1.0,semiconductor
R070568,Colusite,532,Processed,Colusite__R070568__Raman__532______Raman_Data_Processed__7c348b772ac51f628c35ab115b67.txt,False,Sulfide,Cu_13_VAs_3_S_16_,Cu_13_VAs_3_S_16_,Cu13VAs3S16,VCu13As3S16,False,False,False,False,False,True,True,4.0,2.0725,55.368525,0.0,0.0,0.0,1.0,True,1.0,-0.6087498319696965,-0.6087498319696965,1.0,metal_like
R070149,Congolite,532,Processed,Congolite__R070149__Raman__532______Raman_Data_Processed__28a11faed71bc2aebf23c506b408.txt,False,Borate,Fe^2+^_3_B_7_O_13_Cl,Fe^2+^_3_B_7_O_13_Cl,Fe3B7O13Cl,Fe3B7ClO13,False,False,False,False,False,True,True,4.0,2.6175,29.5271,2.8149000000000006,2.8149000000000006,2.8149000000000006,1.0,False,1.0,-2.5865902104656957,-2.5865902104656957,1.0,semiconductor
R110153,Congolite,532,Processed,Congolite__R110153__Raman__532______Raman_Data_Processed__daed2d38cfba0b310082ee157362.txt,False,Borate,Fe^2+^_3_B_7_O_13_Cl,Fe^2+^_3_B_7_O_13_Cl,Fe3B7O13Cl,Fe3B7ClO13,False,False,False,False,False,True,True,4.0,2.6175,29.5271,2.8149000000000006,2.8149000000000006,2.8149000000000006,1.0,False,1.0,-2.5865902104656957,-2.5865902104656957,1.0,semiconductor
R040167,Conichalcite,514,Processed,Conichalcite__R040167__Raman__514______Raman_Data_Processed__9484d30823dfb79a259bcbb6ae5f.txt,False,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R050028,Conichalcite,514,Processed,Conichalcite__R050028__Raman__514______Raman_Data_Processed__0f95383e73e220bc076e48a3b9bc.txt,True,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R050506,Conichalcite,780,Processed,Conichalcite__R050506__Broad_Scan__780__0__unoriented__Raman_Data_Processed__2e778b6e5ac25a2e8c1c9ed3b02e.txt,True,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R070430,Conichalcite,532,Processed,Conichalcite__R070430__Raman__532______Raman_Data_Processed__b04d77e357e191c822698a902c27.txt,False,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R070447,Conichalcite,532,Processed,Conichalcite__R070447__Broad_Scan__532__0__unoriented__Raman_Data_Processed__719f782d3b153f9254ee896f79ea.txt,False,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R120017,Conichalcite,532,Processed,Conichalcite__R120017__Broad_Scan__532__0__unoriented__Raman_Data_Processed__abdd1020ce7a77e804804feb7b16.txt,False,Sulfate,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,False,False,False,False,False,True,True,5.0,2.1439999999999997,39.11058799999999,0.2830999999999997,0.2830999999999997,0.2830999999999997,1.0,False,1.0,-1.9686453533188888,-1.9686453533188888,1.0,narrow_gap
R061078,Copper,532,Processed,Copper__R061078__Raman__532______Raman_Data_Processed__74fcbf611957232d7b7627db8643.txt,True,Elemental/Native,Cu,Cu,Cu,Cu,False,False,False,False,False,True,True,1.0,1.9,63.546,0.0,0.0,0.0,6.0,True,6.0,0.0349214900000003,0.0,8.0,metal_like
R070329,Copper,532,Processed,Copper__R070329__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d6654a73e98189ef4dd2d55ab49f.txt,False,Elemental/Native,Cu,Cu,Cu,Cu,False,False,False,False,False,True,True,1.0,1.9,63.546,0.0,0.0,0.0,6.0,True,6.0,0.0349214900000003,0.0,8.0,metal_like
R130560,Corderoite,532,Processed,Corderoite__R130560__Raman__532______Raman_Data_Processed__1e4acb8ed6b6a103621805897777.txt,False,Halide,Hg_3_S_2_Cl_2_,Hg_3_S_2_Cl_2_,Hg3S2Cl2,Hg3(SCl)2,False,False,False,False,False,True,True,3.0,2.58,89.36933333333333,1.8038,0.5791,1.932,3.0,False,3.0,-0.7437844228510715,-0.7472810656635713,3.0,semiconductor
R190022,Corderoite,532,Processed,Corderoite__R190022__Raman__532______Raman_Data_Processed__96aaec7d93c95f4284fd5e2073a3.txt,False,Halide,Hg_3_S_2_Cl_2_,Hg_3_S_2_Cl_2_,Hg3S2Cl2,Hg3(SCl)2,False,False,False,False,False,True,True,3.0,2.58,89.36933333333333,1.8038,0.5791,1.932,3.0,False,3.0,-0.7437844228510715,-0.7472810656635713,3.0,semiconductor
