rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,formula,reduced_formula,n_elements,avg_electronegativity,avg_atomic_mass,mb_gap_median,mb_gap_min,mb_gap_max,mb_gap_count,mb_is_metal,mb_e_form_median,mb_e_form_min,mb_e_form_count
R250032,Chinchorroite,532,Processed,Chinchorroite__R250032__Raman__532______Raman_Data_Processed__f5c40984975f74cad1ee26bd61c5.txt,True,Oxide,Na2Mg5(As2O7)2(AsO3OH)2(H2O)10,Na2Mg5As6(H11O16)2,5.0,2.0119999999999996,27.844741855999995,,,,,,,,
R050412,Chiolite,514,Processed,Chiolite__R050412__Raman__514______Raman_Data_Processed__b8f8026600324a624e95a03551a4.txt,True,Halide,Na5Al3F14,Na5Al3F14,3.0,2.1733333333333333,22.989903693333332,6.548500000000001,6.548500000000001,6.548500000000001,1.0,False,-3.536155194166364,-3.536155194166364,1.0
R070024,Chistyakovaite,532,Processed,Chistyakovaite__R070024__Raman__532______Raman_Data_Processed__84aa1555411d2732f5bfa06d38d2.txt,False,Sulfate,Al(UO2)2(AsO4)2F65H2O,U2AlAs2H2(OF5)13,6.0,2.465,62.656298633333336,,,,,,,,
R060682,Chkalovite,532,Processed,Chkalovite__R060682__Raman__532______Raman_Data_Processed__dd36dfd6e3ef5962155c7e4a97ad.txt,True,Silicate,Na2BeSi2O6,Na2Be(SiO3)2,4.0,1.96,19.021712819999998,4.46655,3.8781,5.055,2.0,False,-2.95576654939394,-2.9808357118939397,2.0
R060192,Chlorapatite,532,Processed,Chlorapatite__R060192__Broad_Scan__532__0__unoriented__Raman_Data_Processed__91884ab3520ae37731005534abc4.txt,True,Phosphate,Ca5(PO4)3Cl,Ca5P3ClO12,4.0,2.4475,30.6260405,5.3781,5.3001000000000005,5.4052,3.0,False,-3.321804775937552,-3.322597713913742,3.0
R050360,Chlorargyrite,514,Processed,Chlorargyrite__R050360__Raman__514______Raman_Data_Processed__f1f33b3534bd8c4ee9885e0747ae.txt,True,Halide,AgCl,AgCl,2.0,2.545,71.6606,0.73445,0.4437999999999997,0.9539000000000002,4.0,False,-0.7010225141299999,-0.7246546416299999,4.0
R060878,Chlorartinite,532,Processed,Chlorartinite__R060878__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ba5daa67672a1ed609775f55df71.txt,True,Carbonate,Mg2(CO3)Cl(OH)25H2O,Mg2H27CClO29,5.0,2.532,17.755208000000003,,,,,,,,
R070178,Chlorbartonite,785,Processed,Chlorbartonite__R070178__Broad_Scan__785__0__unoriented__Raman_Data_Processed__11011cb99cb9fa5719f0bcd3c807.txt,False,Sulfide,K6Fe24S26Cl,K6Fe24S26Cl,4.0,2.0975,40.615325,0.0,0.0,0.0,1.0,True,-0.8693766638049991,-0.8693766638049991,1.0
R070369,Chlorbartonite,532,Processed,Chlorbartonite__R070369__Broad_Scan__532__0__unoriented__Raman_Data_Processed__be650edf5010fe9b77ce64768949.txt,False,Sulfide,K6Fe24S26Cl,K6Fe24S26Cl,4.0,2.0975,40.615325,0.0,0.0,0.0,1.0,True,-0.8693766638049991,-0.8693766638049991,1.0
R050334,Chloritoid,514,Processed,Chloritoid__R050334-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1a852aaf20734e5146925c3244da.txt,False,Silicate,FeAl2O(SiO4)(OH)2,Al2FeSiH2O7,5.0,2.196,25.583875719999998,,,,,,,,
R060292,Chloritoid,514,Processed,Chloritoid__R060292-3__Raman__514__0-000__depolarized__Raman_Data_Processed__360f47e32c3f9394eade7359553d.txt,True,Silicate,FeAl2O(SiO4)(OH)2,Al2FeSiH2O7,5.0,2.196,25.583875719999998,,,,,,,,
R130063,Chlormayenite,514,Processed,Chlormayenite__R130063__Raman__514______Raman_Data_Processed__44290dd4a126c2e2f92b8c290858.txt,False,Oxide,Ca12Al14O32[[box]4Cl2],Ca12Al14O32[[box]4Cl2],4.0,,,,,,,,,,
R140135,Chlorophoenicite,532,Processed,Chlorophoenicite__R140135__Broad_Scan__532__0__unoriented__Raman_Data_Processed__672d51830aea530eaba1cdd53b77.txt,False,Sulfate,"(Mn,Mg,Zn)3Zn2(AsO4)(OH,O)6","(Mn,Mg,Zn)3Zn2(AsO4)(OH,O)6",6.0,,,,,,,,,,
,Chloroquinediphosphate,532,Processed,Chloroquinediphosphate__D120013__Broad_Scan__532__0__unoriented__Raman_Data_Processed__069a59db485e3e2464b13f0abf6d.txt,False,Unknown,,,,,,,,,,,,,
R060267,Chloroxiphite,532,Processed,Chloroxiphite__R060267__Raman__532______Raman_Data_Processed__bc48578c873832dc19294b719ef1.txt,False,Oxide,Pb3CuO2Cl2(OH)2,CuH2Pb3(ClO2)2,5.0,2.6060000000000003,64.641268,,,,,,,,
R070140,Choloalite,532,Processed,Choloalite__R070140__Broad_Scan__532__0__unoriented__Raman_Data_Processed__182969c43c197711ca3c1c93cce7.txt,False,Oxide,"(Pb,Ca)3(Cu,Sb)3Te6O18Cl","(Pb,Ca)3(Cu,Sb)3Te6O18Cl",7.0,,,,,,,,,,
R040016,Chondrodite,514,Processed,Chondrodite__R040016-3__Raman__514__0-000__depolarized__Raman_Data_Processed__63a9a60f2ff1a5396985ab19e235.txt,True,Silicate,Mg5(SiO4)2F2,Mg5Si2(O4F)2,4.0,2.6575,21.8470758,4.9110000000000005,4.9110000000000005,4.9110000000000005,1.0,False,-3.3551729586694115,-3.3551729586694115,1.0
R110158,Chondrodite,532,Processed,Chondrodite__R110158__Broad_Scan__532__0__unoriented__Raman_Data_Processed__af2aa2435af78a92d8b650ce1ec3.txt,False,Silicate,Mg5(SiO4)2F2,Mg5Si2(O4F)2,4.0,2.6575,21.8470758,4.9110000000000005,4.9110000000000005,4.9110000000000005,1.0,False,-3.3551729586694115,-3.3551729586694115,1.0
R060792,Christelite,532,Processed,Christelite__R060792__Raman__532______Raman_Data_Processed__c595db2d687a094bf9655ce52cbb.txt,False,Sulfate,Zn3Cu2(SO4)2(OH)64H2O,Zn3Cu2H66S2O73,5.0,2.354,35.605468,,,,,,,,
R141090,Christofschaferite-(Ce),532,Processed,Christofschaferite-(Ce)__R141090__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8a0a466144f0e1495fad6d1cd5ea.txt,False,Silicate,"(Ce,La,Ca)4Mn(Ti,Fe)3(Fe,Ti)(Si2O7)2O8","(Ce,La,Ca)4Mn(Ti,Fe)3(Fe,Ti)(Si2O7)2O8",8.0,,,,,,,,,,
R130086,Chromatite,532,Processed,Chromatite__R130086__Raman__532______Raman_Data_Processed__8df90c8a30428ef64e3211251d9a.txt,False,Oxide,CaCrO4,CaCrO4,3.0,2.033333333333333,36.024499999999996,2.3678,2.3678,2.3678,1.0,False,-2.4514222608333327,-2.4514222608333327,1.0
R110059,Chromite,532,Processed,Chromite__R110059__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cca39b5e8565723e1f60075078d7.txt,False,Oxide,FeCr2O4,Cr2FeO4,3.0,2.31,41.280166666666666,1.6988499999999997,0.0,2.4600000000000004,4.0,False,-2.1452732192857136,-2.228386282857142,5.0
R110060,Chromite,532,Processed,Chromite__R110060__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fce27b24a6b7ab912ee2de4f2dce.txt,False,Oxide,FeCr2O4,Cr2FeO4,3.0,2.31,41.280166666666666,1.6988499999999997,0.0,2.4600000000000004,4.0,False,-2.1452732192857136,-2.228386282857142,5.0
R040073,Chrysoberyl,514,Processed,Chrysoberyl__R040073-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a708415455cc6d85f7c4a437e849.txt,True,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
R080110,Chrysoberyl,780,Processed,Chrysoberyl__R080110__Broad_Scan__780__0__unoriented__Raman_Data_Processed__05e8fa9567224bffe6f3c811c950.txt,False,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
R100130,Chrysoberyl,532,Processed,Chrysoberyl__R100130__Raman__532______Raman_Data_Processed__93dcf66c556de8ee9b6dc8644a0f.txt,False,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
R110103,Chrysoberyl,532,Processed,Chrysoberyl__R110103__Raman__532______Raman_Data_Processed__d4fcd849d4bb9f214d6db827e527.txt,False,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
R110114,Chrysoberyl,532,Processed,Chrysoberyl__R110114__Raman__532______Raman_Data_Processed__07331cf702932d134960119ec31b.txt,False,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
,Chrysoberyl,780,Processed,Chrysoberyl__X080002__Broad_Scan__780__0__unoriented__Raman_Data_Processed__5da0c24eda6f93a1363fac4eda8a.txt,False,Oxide,BeAl2O4,BeAl2O4,3.0,2.2066666666666666,17.3310402,6.118099999999999,6.118099999999999,6.118099999999999,1.0,False,-3.367522660357142,-3.367522660357142,1.0
R050053,Chrysocolla,514,Processed,Chrysocolla__R050053__Raman__514______Raman_Data_Processed__831e1fa039a77ab1eded7ed22b87.txt,False,Silicate,(Cu2-xAlx)H2-xSi2O5(OH)4nH2O,(Cu2-xAlx)H2-xSi2O5(OH)4nH2O,10.0,,,,,,,,,,
R060547,Chrysocolla,532,Processed,Chrysocolla__R060547__Broad_Scan__532__0__unoriented__Raman_Data_Processed__89f6f010df082cbf240d770936bc.txt,True,Silicate,(Cu2-xAlx)H2-xSi2O5(OH)4nH2O,(Cu2-xAlx)H2-xSi2O5(OH)4nH2O,7.0,,,,,,,,,,
R070088,Chrysotile,785,Processed,Chrysotile__R070088__Broad_Scan__785__0__unoriented__Raman_Data_Processed__d23b671e33c8823052034b7d6a8a.txt,True,Silicate,Mg3Si2O5(OH)4,Mg3Si2H4O9,4.0,2.2125000000000004,17.34946,4.24615,4.2447,4.2476,2.0,False,-2.6370936587905556,-2.637224290040555,2.0
R070355,Chrysotile,785,Processed,Chrysotile__R070355__Broad_Scan__785__0__unoriented__Raman_Data_Processed__2fa61ede17fcd60f954d37143c19.txt,False,Silicate,Mg3Si2O5(OH)4,Mg3Si2H4O9,4.0,2.2125000000000004,17.34946,4.24615,4.2447,4.2476,2.0,False,-2.6370936587905556,-2.637224290040555,2.0
R130040,Chukhrovite-(Ca),632,Processed,Chukhrovite-(Ca)__R130040__Raman__632______Raman_Data_Processed__9dc296833fe5213a300aff2e0838.txt,False,Sulfate,Ca3Ca15Al2(SO4)F1312H2O,Ca18Al2H2SO5F1312,6.0,2.4683333333333337,22.52171363333333,,,,,,,,
R060601,Chukhrovite-(Nd),532,Processed,Chukhrovite-(Nd)__R060601__Broad_Scan__532__0__unoriented__Raman_Data_Processed__12303b3d002ec85f6138b80f044f.txt,False,Sulfate,Ca3NdAl2(SO4)F1312H2O,Ca3NdAl2H2SO5F1312,7.0,2.2785714285714285,39.91032597142857,,,,,,,,
R050421,Churchite-(Y),532,Processed,Churchite-(Y)__R050421__Raman__532______Raman_Data_Processed__f7261a3f7e75eaf7c4c37618de2e.txt,False,Phosphate,Y(PO4)2H2O,YP2H2O9,4.0,2.2625,34.221738,,,,,,,,
R060424,Churchite-(Y),532,Processed,Churchite-(Y)__R060424__Raman__532______Raman_Data_Processed__56bcd91b15b853b697878826ef68.txt,False,Phosphate,Y(PO4)2H2O,YP2H2O9,4.0,2.2625,34.221738,,,,,,,,
R150124,Cianciulliite,532,Processed,Cianciulliite__R150124__Raman__532______Raman_Data_Processed__2327092d45039673713054c44f50.txt,False,Oxide,Mg2MnZn2(OH)102-4H2O,Mg2MnZn2(OH)102-4H2O,5.0,,,,,,,,,,
R050072,Cinnabar,514,Processed,Cinnabar__R050072__Raman__514______Raman_Data_Processed__0c8dc3ab85a3caf7737aa0da98aa.txt,True,Sulfide,HgS,HgS,2.0,2.29,116.3275,0.84315,0.0,1.7068,4.0,False,-0.45614442203125,-0.4641677720312498,5.0
R070532,Cinnabar,532,Processed,Cinnabar__R070532__Raman__532______Raman_Data_Processed__d833f4cf96198ddf801bdfe56ad2.txt,False,Sulfide,HgS,HgS,2.0,2.29,116.3275,0.84315,0.0,1.7068,4.0,False,-0.45614442203125,-0.4641677720312498,5.0
R110020,Claraite,532,Processed,Claraite__R110020__Raman__532______Raman_Data_Processed__8ba0d2d617b60b7b6cf29d1adf80.txt,False,Sulfate,"(Cu,Zn)15(CO3)4(AsO4)2(SO4)(OH)147H2O","(Cu,Zn)15(CO3)4(AsO4)2(SO4)(OH)147H2O",7.0,,,,,,,,,,
R090014,Claringbullite,532,Processed,Claringbullite__R090014__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1c06c5ee7cb75a89a2731676b349.txt,False,Oxide,Cu4FCl(OH)6,Cu4H6ClO6F,5.0,2.936,27.00094864,,,,,,,,
R090016,Claringbullite,532,Processed,Claringbullite__R090016__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2b2763fc02ec0531c576d80955bd.txt,False,Oxide,Cu4FCl(OH)6,Cu4H6ClO6F,5.0,2.936,27.00094864,,,,,,,,
R050313,Claudetite,780,Processed,Claudetite__R050313__Broad_Scan__780__0__unoriented__Raman_Data_Processed__f77c3c0774adae1e66cfc141936b.txt,True,Oxide,As2O3,As2O3,2.0,2.81,45.460499999999996,3.5780000000000003,3.0394,4.0252,8.0,False,-1.6313743887500003,-1.6410440657499996,9.0
R070169,Clausthalite,532,Processed,Clausthalite__R070169__Broad_Scan__532__0__unoriented__Raman_Data_Processed__da901f52fcff5bad2304a18ef342.txt,False,Mixed/Other,PbSe,PbSe,2.0,2.44,143.07999999999998,1.13105,0.431,1.6025,4.0,False,-0.4879826192968748,-0.5631782042968752,5.0
R061019,Cleusonite,532,Processed,Cleusonite__R061019__Raman__532______Raman_Data_Processed__55286ded7994e076bcdbbed9c0ce.txt,False,Oxide,"Pb(U,U)Fe2(Ti,Fe,Fe)18(O,OH)38","Pb(U,U)Fe2(Ti,Fe,Fe)18(O,OH)38",2.0,2.08,131.52249999999998,,,,,,,,
R070407,Cliffordite,532,Processed,Cliffordite__R070407__Raman__532______Raman_Data_Processed__e56587016f4b5357bae318310024.txt,False,Oxide,UTe3O9,U(TeO3)3,3.0,2.3066666666666666,127.20943666666666,1.7300000000000004,1.7300000000000004,1.7300000000000004,1.0,False,-2.152624447019231,-2.152624447019231,1.0
R250076,Clino-ferro-suenoite,515,Processed,Clino-ferro-suenoite__R250076__Raman__515______Raman_Data_Processed__3a4c5d51964b5910b06b22057652.txt,False,Silicate,[box]Mn2Fe5(Si8O22)(OH)2,[box]Mn2Fe5(Si8O22)(OH)2,5.0,,,,,,,,,,
R061066,Clinoatacamite,532,Processed,Clinoatacamite__R061066__Raman__532______Raman_Data_Processed__a330d583120fc70e4e8b1bd70890.txt,False,Oxide,Cu2Cl(OH)3,Cu2H3ClO3,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,-1.1174360979577784,-1.1198919810133343,6.0
R090062,Clinoatacamite,532,Processed,Clinoatacamite__R090062__Raman__532______Raman_Data_Processed__88a6a7b41b775e33821b5b936b82.txt,False,Oxide,Cu2Cl(OH)3,Cu2H3ClO3,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,-1.1174360979577784,-1.1198919810133343,6.0
R100198,Clinoatacamite,532,Processed,Clinoatacamite__R100198__Raman__532______Raman_Data_Processed__cbc105d755d15f64bd786304a02e.txt,False,Oxide,Cu2Cl(OH)3,Cu2H3ClO3,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,-1.1174360979577784,-1.1198919810133343,6.0
R141083,Clinoatacamite,532,Processed,Clinoatacamite__R141083__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2904a8bd7d0c18dfa9d084d90ed9.txt,False,Oxide,Cu2Cl(OH)3,Cu2H3ClO3,4.0,2.675,29.001585,0.0,0.0,0.1649,6.0,True,-1.1174360979577784,-1.1198919810133343,6.0
R070401,Clinobisvanite,532,Processed,Clinobisvanite__R070401__Raman__532______Raman_Data_Processed__ecd9ba1b830d86b66378af3e5835.txt,False,Oxide,Bi(VO4),VBiO4,3.0,2.3633333333333333,91.97376666666666,2.66915,2.2590000000000003,3.4014,6.0,False,-2.144801502708333,-2.163708535,6.0
R070385,Clinocervantite,532,Processed,Clinocervantite__R070385__Raman__532______Raman_Data_Processed__835cf03f1e2959d5b59603709bbf.txt,False,Oxide,SbSbO4,SbO2,2.0,2.745,68.8797,1.8943499999999993,0.8367000000000004,2.4357999999999995,6.0,False,-1.680412058333334,-1.8544549725,21.0
R110125,Clinochalcomenite,532,Processed,Clinochalcomenite__R110125__Broad_Scan__532__0__unoriented__Raman_Data_Processed__58ad6071b106a3096d00f94b811e.txt,False,Oxide,CuSeO3(H2O)2,CuH4SeO5,4.0,2.5225,39.878335,0.0,0.0,0.0,1.0,True,-1.2488529949385232,-1.2488529949385232,1.0
R060725,Clinochlore,514,Processed,Clinochlore__R060725-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a4181f270ee633c7d5b30a6fa4e6.txt,True,Silicate,Mg5Al(AlSi3O10)(OH)8,Mg5Al2Si3(H4O9)2,5.0,2.092,19.27587572,,,,,,,,
R061080,Clinochlore,532,Processed,Clinochlore__R061080__Raman__532______Raman_Data_Processed__7d8f747766ed34012c0e64b72c4f.txt,True,Silicate,Mg5Al(AlSi3O10)(OH)8,Mg5Al2Si3(H4O9)2,5.0,2.092,19.27587572,,,,,,,,
R150146,Clinochlore,532,Processed,Clinochlore__R150146__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e42f606d8b9c272b215d0ea0ed5e.txt,False,Silicate,Mg5Al(AlSi3O10)(OH)8,Mg5Al2Si3(H4O9)2,5.0,2.092,19.27587572,,,,,,,,
R050659,Clinoclase,532,Processed,Clinoclase__R050659__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4a357e93d1621adac0e61abb21fa.txt,False,Sulfate,Cu3(AsO4)(OH)3,Cu3AsH3O7,4.0,2.4299999999999997,38.868735,,,,,,,,
R070092,Clinoclase,532,Processed,Clinoclase__R070092__Raman__532______Raman_Data_Processed__4fa6f5e5bb6a965345988c065cbf.txt,True,Sulfate,Cu3(AsO4)(OH)3,Cu3AsH3O7,4.0,2.4299999999999997,38.868735,,,,,,,,
R070276,Clinoenstatite,514,Processed,Clinoenstatite__R070276-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d4323ede5961c22aef8b04c7dcf0.txt,False,Silicate,Mg2Si2O6,MgSiO3,3.0,2.216666666666667,22.796633333333332,4.587199999999999,3.7809,5.7928,25.0,False,-3.1565858669375007,-3.2446531992500014,36.0
R070225,Clinofergusonite-(Ce),532,Processed,Clinofergusonite-(Ce)__R070225__Raman__532______Raman_Data_Processed__c137e7dc9cff70c8c11f13a4e3bb.txt,False,Oxide,CeNbO4,CeNbO4,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,-3.4666307220238095,-3.4694467320238096,2.0
R070300,Clinofergusonite-(Ce),532,RAW,Clinofergusonite-(Ce)__R070300__Broad_Scan__532__0__unoriented__Raman_Data_Raw__8e51f567fef6cfeb1c53d79a36d4.txt,False,Oxide,CeNbO4,CeNbO4,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,-3.4666307220238095,-3.4694467320238096,2.0
R080102,Clinofergusonite-(Ce),532,Processed,Clinofergusonite-(Ce)__R080102__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3ff049b65f16f2feda0414f66cf6.txt,True,Oxide,CeNbO4,CeNbO4,3.0,2.0533333333333332,83.00726,0.0,0.0,0.0,2.0,True,-3.4666307220238095,-3.4694467320238096,2.0
R070600,Clinofergusonite-(Y),532,Processed,Clinofergusonite-(Y)__R070600__Raman__532______Raman_Data_Processed__ae81f11f240a291e866390983780.txt,False,Oxide,YNbO4,YNbO4,3.0,2.0866666666666664,65.93721000000001,3.61965,3.5446,3.6947,2.0,False,-3.5526102153571433,-3.5534953736904757,2.0
R080103,Clinofergusonite-(Y),532,Processed,Clinofergusonite-(Y)__R080103__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c434c2fb03601101edba1f7955b0.txt,True,Oxide,YNbO4,YNbO4,3.0,2.0866666666666664,65.93721000000001,3.61965,3.5446,3.6947,2.0,False,-3.5526102153571433,-3.5534953736904757,2.0
R110165,Clinoferroholmquistite,532,Processed,Clinoferroholmquistite__R110165__Broad_Scan__532__0__unoriented__Raman_Data_Processed__9075df342c02859bc175c3b4608d.txt,False,Silicate,"[box]Li2[Fe3Al2]Si8O22(OH,F)2","[box]Li2[Fe3Al2]Si8O22(OH,F)2",7.0,,,,,,,,,,
R141085,Clinoferrosilite,532,Processed,Clinoferrosilite__R141085__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f1bc7ad1650fde92fb5fc0f1bb79.txt,False,Silicate,Fe2Si2O6,FeSiO3,3.0,2.39,33.30996666666666,2.7525000000000004,2.6283000000000003,3.0441,4.0,False,-2.6711525392500004,-2.672559636125,4.0
R050416,Clinohedrite,780,Processed,Clinohedrite__R050416__Broad_Scan__780__0__unoriented__Raman_Data_Processed__07114a75674d7e69ee0f350a24a5.txt,True,Silicate,CaZn(SiO4)H2O,CaZnSiH2O5,5.0,2.0380000000000003,30.115968000000002,3.64,3.64,3.64,1.0,False,-2.504080533349,-2.504080533349,1.0
R120105,Clinohedrite,532,Processed,Clinohedrite__R120105__Broad_Scan__532__0__unoriented__Raman_Data_Processed__07ecbe944bb5602693db15dc0f42.txt,False,Silicate,CaZn(SiO4)H2O,CaZnSiH2O5,5.0,2.0380000000000003,30.115968000000002,3.64,3.64,3.64,1.0,False,-2.504080533349,-2.504080533349,1.0
R040122,Clinohumite,514,Processed,Clinohumite__R040122-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0e5379593b2162478b228490bb95.txt,True,Silicate,Mg9(SiO4)4F2,Mg9Si4(O8F)2,4.0,2.6575,21.8470758,,,,,,,,
R050183,Clinohumite,514,Processed,Clinohumite__R050183__Raman__514______Raman_Data_Processed__3dd8317f3f44a79e220aca43024d.txt,True,Silicate,Mg9(SiO4)4F2,Mg9Si4(O8F)2,4.0,2.6575,21.8470758,,,,,,,,
R060559,Clinohumite,532,Processed,Clinohumite__R060559__Raman__532______Raman_Data_Processed__1c946cc17a3ea1cefeb4f31b28ea.txt,True,Silicate,Mg9(SiO4)4F2,Mg9Si4(O8F)2,4.0,2.6575,21.8470758,,,,,,,,
R070561,Clinohumite,532,Processed,Clinohumite__R070561__Raman__532______Raman_Data_Processed__d800c4b20b5c0fc219782a783945.txt,True,Silicate,Mg9(SiO4)4F2,Mg9Si4(O8F)2,4.0,2.6575,21.8470758,,,,,,,,
,Clinohumite,514,RAW,Clinohumite__X050039__Raman__514______Raman_Data_RAW__ac69b5fcd10070b555f0b6b11f75.txt,False,Silicate,Mg9(SiO4)4F2,Mg9Si4(O8F)2,4.0,2.6575,21.8470758,,,,,,,,
R070202,Clinophosinaite,532,Processed,Clinophosinaite__R070202__Raman__532______Raman_Data_Processed__01a9086337498787e1172c94a53c.txt,False,Phosphate,Na3Ca(SiO3)(PO4),Na3CaSiPO7,5.0,1.892,27.625286256,,,,,,,,
R060662,Clinoptilolite-Ca,514,Processed,Clinoptilolite-Ca__R060662-3__Raman__514__0-000__ccw__Raman_Data_Processed__8f16aab8c393a89ff3aeac660e0f.txt,True,Silicate,Ca3(Si30Al6)O7220H2O,Ca3Al6Si30H2O7221,5.0,2.03,22.430475719999997,,,,,,,,
R061098,Clinoptilolite-Ca,532,Processed,Clinoptilolite-Ca__R061098__Raman__532______Raman_Data_Processed__ddf89705978d9c7a3371f067c50d.txt,False,Silicate,Ca3(Si30Al6)O7220H2O,Ca3Al6Si30H2O7221,5.0,2.03,22.430475719999997,,,,,,,,
R110201,Clinoptilolite-K,532,Processed,Clinoptilolite-K__R110201__Broad_Scan__532__0__unoriented__Raman_Data_Processed__77aef1d1b904e12a87a465e02941.txt,False,Silicate,K6(Si30Al6)O7220H2O,K6Al6Si30H2O7221,5.0,1.9939999999999998,22.234535720000004,,,,,,,,
R061099,Clinoptilolite-Na,514,Processed,Clinoptilolite-Na__R061099-3__Raman__514__0-000__depolarized__Raman_Data_Processed__64479a7dc1004788152384988475.txt,True,Silicate,Na6(Si30Al6)O7220H2O,Na6Al6Si30H2O7221,5.0,2.0160000000000005,19.012829576,,,,,,,,
R130389,Clinosafflorite,532,Processed,Clinosafflorite__R130389__Broad_Scan__532__0__unoriented__Raman_Data_Processed__50892efb8f08e93bd4bac030cd43.txt,False,Mixed/Other,CoAs2,CoAs2,2.0,2.0300000000000002,66.9273975,0.08694999999999985,0.0,0.1738999999999997,2.0,False,-0.31012308833333313,-0.3201363949999998,2.0
R040085,Clinozoisite,514,Processed,Clinozoisite__R040085-3__Raman__514__0-000__depolarized__Raman_Data_Processed__de0f0d39c2a4243bc9af80de4810.txt,True,Silicate,Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,5.0,2.03,22.430475719999997,5.036199999999999,5.036199999999999,5.036199999999999,1.0,False,-3.2939796159031816,-3.2939796159031816,1.0
R060284,Clinozoisite,514,Processed,Clinozoisite__R060284-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0385ae1fe2614f9f222de0f38a43.txt,True,Silicate,Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,5.0,2.03,22.430475719999997,5.036199999999999,5.036199999999999,5.036199999999999,1.0,False,-3.2939796159031816,-3.2939796159031816,1.0
R070196,Clintonite,532,Processed,Clintonite__R070196__Raman__532______Raman_Data_Processed__48fb6e0e45986813052c556e7d3c.txt,False,Silicate,CaAlMg2(SiAl3O10)(OH)2,CaMg2Al4Si(HO6)2,6.0,1.9100000000000001,22.742896433333332,,,,,,,,
R070197,Clintonite,532,Processed,Clintonite__R070197__Raman__532______Raman_Data_Processed__1ea0c83238fbf23023eb3756a346.txt,False,Silicate,CaAlMg2(SiAl3O10)(OH)2,CaMg2Al4Si(HO6)2,6.0,1.9100000000000001,22.742896433333332,,,,,,,,
R070229,Clintonite,532,Processed,Clintonite__R070229__Raman__532______Raman_Data_Processed__0577eb3a5dcde8ba83d27121601d.txt,True,Silicate,CaAlMg2(SiAl3O10)(OH)2,CaMg2Al4Si(HO6)2,6.0,1.9100000000000001,22.742896433333332,,,,,,,,
R110196,Coalingite,532,Processed,Coalingite__R110196__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6f8fb8aaefa8c10c8b4e3b678b77.txt,False,Carbonate,Mg10Fe2(CO3)(OH)242H2O,Mg10Fe2H244CO246,5.0,2.2659999999999996,21.833608,,,,,,,,
R110197,Coalingite,532,Processed,Coalingite__R110197__Broad_Scan__532__0__unoriented__Raman_Data_Processed__93b921fb5fd472c3e404e98fe9bf.txt,False,Carbonate,Mg10Fe2(CO3)(OH)242H2O,Mg10Fe2H244CO246,5.0,2.2659999999999996,21.833608,,,,,,,,
R070224,Cobaltarthurite,785,Processed,Cobaltarthurite__R070224__Broad_Scan__785__0__unoriented__Raman_Data_Processed__3c838ecbc1b10aad5ba9deb1bc69.txt,False,Sulfate,CoFe2(AsO4)2(OH)24H2O,Fe2CoAs2H26O33,5.0,2.306,41.341426999999996,,,,,,,,
