sample_id,source_dataset,raw_file_path,rruff_id,mineral_name,compound_name,original_formula,display_formula_clean,normalized_formula,reduced_formula,chemical_family,sub_family,elements,contains_transition_metal,contains_3d_transition_metal,contains_4d_transition_metal,contains_5d_transition_metal,is_mixture,mixture_components,has_variable_formula,has_vacancy_symbol,has_mixed_occupancy,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,matbench_match_success,band_gap_eV,band_gap_class,is_metal,formation_energy,formation_energy_class,has_xrd,xrd_file_path,duplicate_rruff_id,duplicate_group_size,exclude_from_inorganic_main,quality_flags
R060725,RRUFF,Clinochlore__R060725-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a4181f270ee633c7d5b30a6fa4e6.txt,R060725,Clinochlore,Clinochlore,Mg_5_Al(AlSi_3_O_10_)(OH)_8_,Mg_5_Al(AlSi_3_O_10_)(OH)_8_,Mg5Al(AlSi3O10)(OH)8,Mg5Al2Si3(H4O9)2,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,Ni,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinochlore__R060725-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__a4181f270ee633c7d5b30a6fa4e6.txt,True,24,False,
R061080,RRUFF,Clinochlore__R061080__Raman__532______Raman_Data_Processed__7d8f747766ed34012c0e64b72c4f.txt,R061080,Clinochlore,Clinochlore,Mg_5_Al(AlSi_3_O_10_)(OH)_8_,Mg_5_Al(AlSi_3_O_10_)(OH)_8_,Mg5Al(AlSi3O10)(OH)8,Mg5Al2Si3(H4O9)2,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinochlore__R061080__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__7d8f747766ed34012c0e64b72c4f.txt,True,6,False,
R070092,RRUFF,Clinoclase__R070092__Raman__532______Raman_Data_Processed__4fa6f5e5bb6a965345988c065cbf.txt,R070092,Clinoclase,Clinoclase,Cu_3_(AsO_4_)(OH)_3_,Cu_3_(AsO_4_)(OH)_3_,Cu3(AsO4)(OH)3,Cu3AsH3O7,Sulfate,,"Al,As,Ca,Cr,Cu,Fe,H,La,Mg,Mn,Na,O,P,S,Zn",True,True,False,True,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinoclase__R070092__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__4fa6f5e5bb6a965345988c065cbf.txt,True,6,False,
R050416,RRUFF,Clinohedrite__R050416__Broad_Scan__780__0__unoriented__Raman_Data_Processed__07114a75674d7e69ee0f350a24a5.txt,R050416,Clinohedrite,Clinohedrite,CaZn(SiO_4_)·H_2_O,CaZn(SiO_4_)·H_2_O,CaZn(SiO4)H2O,CaZnSiH2O5,Silicate,,"Ca,H,Mn,O,Si,Zn",True,True,False,False,False,,False,False,False,False,True,True,True,True,3.64,wide_gap_insulator,False,-2.504080533349,highly_stable,True,Clinohedrite__R050416__Broad_Scan__780__0__unoriented__Xray_Data_XY_Data_Processed__07114a75674d7e69ee0f350a24a5.txt,True,7,False,
R040122,RRUFF,Clinohumite__R040122-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0e5379593b2162478b228490bb95.txt,R040122,Clinohumite,Clinohumite,Mg_9_(SiO_4_)_4_F_2_,Mg_9_(SiO_4_)_4_F_2_,Mg9(SiO4)4F2,Mg9Si4(O8F)2,Silicate,,"F,Mg,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinohumite__R040122-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__0e5379593b2162478b228490bb95.txt,True,40,False,
R050183,RRUFF,Clinohumite__R050183__Raman__514______Raman_Data_Processed__3dd8317f3f44a79e220aca43024d.txt,R050183,Clinohumite,Clinohumite,Mg_9_(SiO_4_)_4_F_2_,Mg_9_(SiO_4_)_4_F_2_,Mg9(SiO4)4F2,Mg9Si4(O8F)2,Silicate,,"Al,Ca,Cr,F,Fe,Mg,Mn,Na,Ni,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinohumite__R050183__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__3dd8317f3f44a79e220aca43024d.txt,True,8,False,
R060559,RRUFF,Clinohumite__R060559__Raman__532______Raman_Data_Processed__1c946cc17a3ea1cefeb4f31b28ea.txt,R060559,Clinohumite,Clinohumite,Mg_9_(SiO_4_)_4_F_2_,Mg_9_(SiO_4_)_4_F_2_,Mg9(SiO4)4F2,Mg9Si4(O8F)2,Silicate,,"Al,Ca,Cl,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinohumite__R060559__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__1c946cc17a3ea1cefeb4f31b28ea.txt,True,6,False,
R070561,RRUFF,Clinohumite__R070561__Raman__532______Raman_Data_Processed__d800c4b20b5c0fc219782a783945.txt,R070561,Clinohumite,Clinohumite,Mg_9_(SiO_4_)_4_F_2_,Mg_9_(SiO_4_)_4_F_2_,Mg9(SiO4)4F2,Mg9Si4(O8F)2,Silicate,,"Al,Ca,Cl,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Clinohumite__R070561__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__d800c4b20b5c0fc219782a783945.txt,True,6,False,
R060662,RRUFF,Clinoptilolite-Ca__R060662-3__Raman__514__0-000__ccw__Raman_Data_Processed__8f16aab8c393a89ff3aeac660e0f.txt,R060662,Clinoptilolite-Ca,Clinoptilolite-Ca,Ca_3_(Si_30_Al_6_)O_72_·20H_2_O,Ca_3_(Si_30_Al_6_)O_72_·20H_2_O,Ca3(Si30Al6)O7220H2O,Ca3Al6Si30H2O7221,Silicate,,"Al,Ca,Cr,Fe,H,K,Mg,Mn,Na,Ni,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Clinoptilolite-Ca__R060662-3__Xray_Data_XY__514__0-000__ccw__Xray_Data_XY_Data_Processed__8f16aab8c393a89ff3aeac660e0f.txt,True,40,False,
R040085,RRUFF,Clinozoisite__R040085-3__Raman__514__0-000__depolarized__Raman_Data_Processed__de0f0d39c2a4243bc9af80de4810.txt,R040085,Clinozoisite,Clinozoisite,Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,Silicate,,"Al,Ca,H,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.036199999999999,wide_gap_insulator,False,-3.2939796159031816,highly_stable,True,Clinozoisite__R040085-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__de0f0d39c2a4243bc9af80de4810.txt,True,40,False,
R060284,RRUFF,Clinozoisite__R060284-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0385ae1fe2614f9f222de0f38a43.txt,R060284,Clinozoisite,Clinozoisite,Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca_2_Al_3_[Si_2_O_7_][SiO_4_]O(OH),Ca2Al3[Si2O7][SiO4]O(OH),Ca2Al3Si3HO13,Silicate,,"Al,Ca,H,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.036199999999999,wide_gap_insulator,False,-3.2939796159031816,highly_stable,True,Clinozoisite__R060284-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__0385ae1fe2614f9f222de0f38a43.txt,True,41,False,
R060907,RRUFF,Cobaltite__R060907__Raman__532______Raman_Data_Processed__be2abe3c028d318b30cb2ba5d8fa.txt,R060907,Cobaltite,Cobaltite,CoAsS,CoAsS,CoAsS,CoAsS,Sulfide,,"As,Co,Cu,Fe,La,Ni,S,Sb",True,True,False,True,False,,False,False,False,False,False,True,True,True,0.4256000000000002,narrow_gap,False,-0.6019660913541672,stable,True,Cobaltite__R060907__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__be2abe3c028d318b30cb2ba5d8fa.txt,True,6,False,
R050331,RRUFF,Colemanite__R050331__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6a4dfe4dc19b9dbe1fba95286e01.txt,R050331,Colemanite,Colemanite,CaB_3_O_4_(OH)_3_·H_2_O,CaB_3_O_4_(OH)_3_·H_2_O,CaB3O4(OH)3H2O,CaB3H5O8,Borate,,"Al,B,Ca,Cr,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,True,5.5609,wide_gap_insulator,False,-2.324849966432353,highly_stable,True,Colemanite__R050331__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__6a4dfe4dc19b9dbe1fba95286e01.txt,True,8,False,
R050348,RRUFF,Columbite-(Fe)__R050348-3__Raman__514__0-000__depolarized__Raman_Data_Processed__65f2cefad0138c1c1742788189ef.txt,R050348,Columbite-(Fe),Columbite-(Fe),Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,Oxide,,"Fe,Nb,O",True,True,True,False,False,,False,False,False,False,False,True,True,True,2.0984,semiconductor,False,-2.742445201309525,highly_stable,True,Columbite-(Fe)__R050348-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__65f2cefad0138c1c1742788189ef.txt,True,34,False,
R060001,RRUFF,Columbite-(Fe)__R060001-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1b4bcf26f44638e536e1366c2cd0.txt,R060001,Columbite-(Fe),Columbite-(Fe),Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,Oxide,,"Fe,Nb,O",True,True,True,False,False,,False,False,False,False,False,True,True,True,2.0984,semiconductor,False,-2.742445201309525,highly_stable,True,Columbite-(Fe)__R060001-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__1b4bcf26f44638e536e1366c2cd0.txt,True,30,False,
R070161,RRUFF,Columbite-(Fe)__R070161__Raman__532______Raman_Data_Processed__7e3cee9cb5e568eace561f8ce1d6.txt,R070161,Columbite-(Fe),Columbite-(Fe),Fe^2+^Nb_2_O_6_,Fe^2+^Nb_2_O_6_,FeNb2O6,Nb2FeO6,Oxide,,"Fe,Nb,O",True,True,True,False,False,,False,False,False,False,False,True,True,True,2.0984,semiconductor,False,-2.742445201309525,highly_stable,True,Columbite-(Fe)__R070161__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__7e3cee9cb5e568eace561f8ce1d6.txt,True,6,False,
R040083,RRUFF,Columbite-(Mn)__R040083__Raman__514______Raman_Data_Processed__100b71b895d30708489b1e8aa360.txt,R040083,Columbite-(Mn),Columbite-(Mn),Mn^2+^Nb_2_O_6_,Mn^2+^Nb_2_O_6_,MnNb2O6,MnNb2O6,Oxide,,"Mn,Nb,O",True,True,True,False,False,,False,False,False,False,False,True,True,True,2.5349000000000004,semiconductor,False,-2.8710588208606342,highly_stable,True,Columbite-(Mn)__R040083__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__100b71b895d30708489b1e8aa360.txt,True,8,False,
R050359,RRUFF,Columbite-(Mn)__R050359__Raman__514______Raman_Data_Processed__c6e138dcb354227f5c9aea468e0d.txt,R050359,Columbite-(Mn),Columbite-(Mn),Mn^2+^Nb_2_O_6_,Mn^2+^Nb_2_O_6_,MnNb2O6,MnNb2O6,Oxide,,"Mn,Nb,O",True,True,True,False,False,,False,False,False,False,False,True,True,True,2.5349000000000004,semiconductor,False,-2.8710588208606342,highly_stable,True,Columbite-(Mn)__R050359__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__c6e138dcb354227f5c9aea468e0d.txt,True,2,False,
R050028,RRUFF,Conichalcite__R050028__Raman__514______Raman_Data_Processed__0f95383e73e220bc076e48a3b9bc.txt,R050028,Conichalcite,Conichalcite,CaCu(AsO_4_)(OH),CaCu(AsO_4_)(OH),CaCu(AsO4)(OH),CaCuAsHO5,Sulfate,,"Al,As,Ca,Cu,F,H,O,P,S,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.2830999999999997,narrow_gap,False,-1.9686453533188888,stable,True,Conichalcite__R050028__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__0f95383e73e220bc076e48a3b9bc.txt,True,8,False,
R060503,RRUFF,Connellite__R060503__Broad_Scan__532__0__unoriented__Raman_Data_Processed__7a1fd7bd636f9511a032eea14a6f.txt,R060503,Connellite,Connellite,Cu_36_(SO_4_)(OH)_62_Cl_8_·6H_2_O,Cu_36_(SO_4_)(OH)_62_Cl_8_·6H_2_O,Cu36(SO4)(OH)62Cl86H2O,Cu36H64SCl86O67,Sulfate,,"Cl,Cu,H,I,O,S",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Connellite__R060503__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__7a1fd7bd636f9511a032eea14a6f.txt,True,6,False,
R061078,RRUFF,Copper__R061078__Raman__532______Raman_Data_Processed__74fcbf611957232d7b7627db8643.txt,R061078,Copper,Copper,Cu,Cu,Cu,Cu,Elemental/Native,,Cu,True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0,metal_like,True,0.0349214900000003,unstable,True,Copper__R061078__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__74fcbf611957232d7b7627db8643.txt,True,6,False,
R040081,RRUFF,Cordierite__R040081-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bebb186dd7fc6924453dd9eecd6f.txt,R040081,Cordierite,Cordierite,Mg_2_Al_4_Si_5_O_18_,Mg_2_Al_4_Si_5_O_18_,Mg2Al4Si5O18,Mg2Al4Si5O18,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,Ni,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.5817,wide_gap_insulator,False,-3.3372249901724134,highly_stable,True,Cordierite__R040081-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__bebb186dd7fc6924453dd9eecd6f.txt,True,34,False,
R040082,RRUFF,Cordierite__R040082-3__Raman__514__0-000__depolarized__Raman_Data_Processed__7632d67b71b41c0c2f243c438e89.txt,R040082,Cordierite,Cordierite,Mg_2_Al_4_Si_5_O_18_,Mg_2_Al_4_Si_5_O_18_,Mg2Al4Si5O18,Mg2Al4Si5O18,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,Ni,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.5817,wide_gap_insulator,False,-3.3372249901724134,highly_stable,True,Cordierite__R040082-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__7632d67b71b41c0c2f243c438e89.txt,True,34,False,
R050469,RRUFF,Cornwallite__R050469__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3e02894caddd85286e549941e8e8.txt,R050469,Cornwallite,Cornwallite,Cu_5_(AsO_4_)_2_(OH)_4_,Cu_5_(AsO_4_)_2_(OH)_4_,Cu5(AsO4)2(OH)4,Cu5As2(HO3)4,Sulfate,,"As,Ca,Cu,Fe,H,O",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0763000000000002,metal_like,False,-1.236323068890435,stable,True,Cornwallite__R050469__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__3e02894caddd85286e549941e8e8.txt,True,8,False,
R060020,RRUFF,Corundum__R060020-3__Raman__514__0-000__depolarized__Raman_Data_Processed__7b043c12e6d08174544c33480a7a.txt,R060020,Corundum,Corundum,Al_2_O_3_,Al_2_O_3_,Al2O3,Al2O3,Oxide,,"Al,Fe,O",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.4553,wide_gap_insulator,False,-3.35325318375,highly_stable,True,Corundum__R060020-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__7b043c12e6d08174544c33480a7a.txt,True,22,False,
R060265,RRUFF,Corvusite__R060265__Raman__532______Raman_Data_Processed__3174c32b74df6a023082a350504c.txt,R060265,Corvusite,Corvusite,"(Na,Ca,K)_1-x_(V^5+^,V^4+^,Fe^2+^)_8_O_20_·4H_2_O","(Na,Ca,K)_1-x_(V^5+^,V^4+^,Fe^2+^)_8_O_20_·4H_2_O","(Na,Ca,K)1-x(V,V,Fe)8O204H2O","(Na,Ca,K)1-x(V,V,Fe)8O204H2O",Oxide,,"Ca,Fe,H,K,Na,O,V",True,True,False,False,False,,False,False,True,False,True,False,False,False,,,,,,True,Corvusite__R060265__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__3174c32b74df6a023082a350504c.txt,True,10,False,
R060129,RRUFF,Covellite__R060129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44373626e11dc42f56350aa76388.txt,R060129,Covellite,Covellite,CuS,CuS,CuS,CuS,Sulfide,,"Cu,Fe,S,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0,metal_like,True,-0.4601532045312497,marginally_stable,True,Covellite__R060129-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__44373626e11dc42f56350aa76388.txt,True,24,False,
R060143,RRUFF,Covellite__R060143-3__Raman__514__0-000__depolarized__Raman_Data_Processed__76449f6750cd2f0f2de828929d9b.txt,R060143,Covellite,Covellite,CuS,CuS,CuS,CuS,Sulfide,,"Cu,Fe,S,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0,metal_like,True,-0.4601532045312497,marginally_stable,True,Covellite__R060143-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__76449f6750cd2f0f2de828929d9b.txt,True,24,False,
R060306,RRUFF,Covellite__R060306-3__Raman__514__0-000__depolarized__Raman_Data_Processed__93d353091b15d432926d532b85c2.txt,R060306,Covellite,Covellite,CuS,CuS,CuS,CuS,Sulfide,,"Cu,Fe,S,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0,metal_like,True,-0.4601532045312497,marginally_stable,True,Covellite__R060306-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__93d353091b15d432926d532b85c2.txt,True,22,False,
R050141,RRUFF,Creedite__R050141-3__Raman__514__0-000__depolarized__Raman_Data_Processed__153b5e063c9ac086fd95ed2276f5.txt,R050141,Creedite,Creedite,Ca_3_Al_2_(SO_4_)(OH)_2_F_8_·2H_2_O,Ca_3_Al_2_(SO_4_)(OH)_2_F_8_·2H_2_O,Ca3Al2(SO4)(OH)2F82H2O,Ca3Al2H4SO7F82,Sulfate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,S,Si",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Creedite__R050141-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__153b5e063c9ac086fd95ed2276f5.txt,True,40,False,
R061064,RRUFF,Cristobalite__R061064__Raman__532______Raman_Data_Processed__0b8002966a311faea2c70ed6de26.txt,R061064,Cristobalite,Cristobalite,SiO_2_,SiO_2_,SiO2,SiO2,Silicate,Silica,"Al,Ca,Cl,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.6009,wide_gap_insulator,False,-3.266978615,highly_stable,True,Cristobalite__R061064__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__0b8002966a311faea2c70ed6de26.txt,True,6,False,
R040053,RRUFF,Crocoite__R040053-3__Raman__514__0-000__depolarized__Raman_Data_Processed__2f9aedb77c96cfad4c11f3482a42.txt,R040053,Crocoite,Crocoite,Pb(CrO_4_),Pb(CrO_4_),Pb(CrO4),CrPbO4,Oxide,,"Cr,O,Pb",True,True,False,False,False,,False,False,False,False,False,True,True,True,1.9596,semiconductor,False,-1.735835536041666,stable,True,Crocoite__R040053-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__2f9aedb77c96cfad4c11f3482a42.txt,True,41,False,
R050287,RRUFF,Cryolite__R050287__Raman__514______Raman_Data_Processed__e717bece87038c78bc2ea9338f22.txt,R050287,Cryolite,Cryolite,Na_2_NaAlF_6_,Na_2_NaAlF_6_,Na2NaAlF6,Na3AlF6,Halide,,"Al,F,Na",False,False,False,False,False,,False,False,False,False,False,True,True,True,6.2232,wide_gap_insulator,False,-3.391145111714001,highly_stable,True,Cryolite__R050287__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__e717bece87038c78bc2ea9338f22.txt,True,8,False,
R040142,RRUFF,Cubiczirconia__R040142-3__Raman__514__0-000__depolarized__Raman_Data_Processed__00b6daab76fa59524bd898315fb3.txt,R040142,Cubiczirconia,Cubiczirconia,ZrO2,ZrO2,ZrO2,ZrO2,Oxide,,"O,Zr",True,False,True,False,False,,False,False,False,False,False,True,True,True,3.58275,wide_gap_insulator,False,-3.781201785555557,highly_stable,True,Cubiczirconia__R040142-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__00b6daab76fa59524bd898315fb3.txt,True,18,False,
R250041,RRUFF,Cubothioplumbite__R250041__Raman__785______Raman_Data_Processed__cfdbbd4f6e4f3c8f24060a5dc490.txt,R250041,Cubothioplumbite,Cubothioplumbite,[Pb_4_(OH)_4_]Pb(S_2_O_3_)_3_,[Pb_4_(OH)_4_]Pb(S_2_O_3_)_3_,[Pb4(OH)4]Pb(S2O3)3,H4Pb5S6O13,Oxide,,"H,O,Pb,S",False,False,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cubothioplumbite__R250041__Xray_Data_XY__785______Xray_Data_XY_Data_Processed__cfdbbd4f6e4f3c8f24060a5dc490.txt,True,2,False,
R050374,RRUFF,Cuprite__R050374-3__Raman__514__0-000__depolarized__Raman_Data_Processed__871616fc1b3442bd410f33d3b634.txt,R050374,Cuprite,Cuprite,Cu_2_O,Cu_2_O,Cu2O,Cu2O,Oxide,,"Cu,La,O",True,True,False,True,False,,False,False,False,False,False,True,True,True,0.4996999999999998,narrow_gap,False,-0.6492486254166673,stable,True,Cuprite__R050374-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__871616fc1b3442bd410f33d3b634.txt,True,16,False,
R050384,RRUFF,Cuprite__R050384-3__Raman__514__0-000__depolarized__Raman_Data_Processed__3bb8e9d85f46663d175e39dda37e.txt,R050384,Cuprite,Cuprite,Cu_2_O,Cu_2_O,Cu2O,Cu2O,Oxide,,"Cu,O",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.4996999999999998,narrow_gap,False,-0.6492486254166673,stable,True,Cuprite__R050384-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__3bb8e9d85f46663d175e39dda37e.txt,True,17,False,
R250088,RRUFF,Cuprozheshengite__R250088__Raman__532______Raman_Data_Processed__5f31239f86235ac86619e8d829d2.txt,R250088,Cuprozheshengite,Cuprozheshengite,Pb_4_CuZn_2_(AsO_4_)_2_(PO_4_)_2_(OH)_2_,Pb_4_CuZn_2_(AsO_4_)_2_(PO_4_)_2_(OH)_2_,Pb4CuZn2(AsO4)2(PO4)2(OH)2,Zn2CuAs2P2H2(Pb2O9)2,Sulfate,,"As,Cu,H,O,P,Pb,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cuprozheshengite__R250088__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__5f31239f86235ac86619e8d829d2.txt,True,3,False,
R050548,RRUFF,Curienite__R050548__Broad_Scan__532__0__unoriented__Raman_Data_Processed__423a67eaab482e54ec9475510deb.txt,R050548,Curienite,Curienite,Pb(UO_2_)_2_(VO_4_)_2_·5H_2_O,Pb(UO_2_)_2_(VO_4_)_2_·5H_2_O,Pb(UO2)2(VO4)25H2O,U2V25H2PbO105,Oxide,,"Ba,H,La,O,Pb,U,V",True,True,False,True,False,,False,False,False,False,True,True,True,False,,,,,,True,Curienite__R050548__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__423a67eaab482e54ec9475510deb.txt,True,8,False,
R250043,RRUFF,Cuyaite__R250043__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f41548043b4451a5ede0e562940f.txt,R250043,Cuyaite,Cuyaite,Ca_2_Mn^3+^As^3+^_14_O_24_Cl,Ca_2_Mn^3+^As^3+^_14_O_24_Cl,Ca2MnAs14O24Cl,Ca2MnAs14ClO24,Halide,,"As,Ca,Cl,Mn,O",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cuyaite__R250043__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__f41548043b4451a5ede0e562940f.txt,True,3,False,
R070500,RRUFF,Cyanotrichite__R070500__Broad_Scan__785__0__unoriented__Raman_Data_Processed__288ad5c54ecb7ad5a8a99e2364a6.txt,R070500,Cyanotrichite,Cyanotrichite,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu_4_Al_2_(SO_4_)(OH)_12_(H_2_O)_2_,Cu4Al2(SO4)(OH)12(H2O)2,Al2Cu4H16SO18,Sulfate,,"Al,Cu,H,O,S",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Cyanotrichite__R070500__Broad_Scan__785__0__unoriented__Xray_Data_XY_Data_Processed__288ad5c54ecb7ad5a8a99e2364a6.txt,True,7,False,
R050329,RRUFF,Cylindrite__R050329_b__Raman__532______Raman_Data_Processed__32f5ede075c78d1975000b29029a.txt,R050329,Cylindrite,Cylindrite,FePb_3_Sn_4_Sb_2_S_14_,FePb_3_Sn_4_Sb_2_S_14_,FePb3Sn4Sb2S14,FeSn4Sb2Pb3S14,Sulfide,,"Cu,Fe,La,Pb,S,Sb,Sn",True,True,False,True,False,,False,False,False,False,False,True,True,False,,,,,,True,Cylindrite__R050329_b__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__32f5ede075c78d1975000b29029a.txt,True,4,False,
R080032,RRUFF,Cymrite__R080032__Raman__532______Raman_Data_Processed__f07e7c65d986f2ac4e9a107244a1.txt,R080032,Cymrite,Cymrite,"Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba(Si,Al)_4_(O,OH)_8_·H_2_O","Ba(Si,Al)4(O,OH)8H2O",Ba48H2O,Silicate,,"Al,Ba,H,O,Si",False,False,False,False,False,,False,False,True,False,True,True,False,False,,,,,,True,Cymrite__R080032__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__f07e7c65d986f2ac4e9a107244a1.txt,True,6,False,
R250010,RRUFF,Dacostaite__R250010__Raman__633______Raman_Data_Processed__02d16cd4200aa2e7929d7fa061ae.txt,R250010,Dacostaite,Dacostaite,K(Mg_2_Al)[Mg(H_2_O)_6_]_2_(AsO_4_)_2_F_6_·2H_2_O,K(Mg_2_Al)[Mg(H_2_O)_6_]_2_(AsO_4_)_2_F_6_·2H_2_O,K(Mg2Al)[Mg(H2O)6]2(AsO4)2F62H2O,KMg4AlAs2H26O21F62,Sulfate,,"Al,As,F,H,K,Mg,O",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Dacostaite__R250010__Xray_Data_XY__633______Xray_Data_XY_Data_Processed__02d16cd4200aa2e7929d7fa061ae.txt,True,3,False,
